stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,30.82,322.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,206.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0,0,0,0,0,8.01,0,0,0,0,0,0,0,0,0,0
  7-9,22.45,0,0,40.08,0,0,0,75.01,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0,462.64,35.15,0,0,197.93,0,6.61,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.04,0,83.4,0,12.48,0,55.33,0,0,0,0,0,53.95,0,0,0,0,0,0,0,0,0,0,0,719.76,262.44,0,0,531.67,0,10.14,3.96,54.14,0,16.76,0,0,0,0,0,0
 14-21,0,0,0,5.86,265.57,14.34,0,21.94,0,5.37,0,10.09,5.59,2.95,2.04,0,0,0,0,2.09,3.07,72.13,1.02,0,76.26,198.99,199.56,0,7.2,10.1,0,6.48,57.79,1.72,8.45,86.26,192.34,0,0,2.75,0,0
 24-34,0.88,0,0,3.79,190.06,2.3,0,54.24,1.66,39.92,6.51,38.51,8.94,0,10.4,0,1.81,4.91,2.17,3.44,3.21,327.11,2.08,0,173.56,497.59,116.98,0,5.93,1,0,21.74,2.33,4.86,2.56,35.3,222.58,0,0,44.96,0,1.93
 36-46,0,0,0,1.52,141.6,9.61,0,33.02,0.68,79.87,40.84,63.05,0.61,0,8.27,0,0,0.62,3.13,3.26,0.87,347.69,2.65,6.64,133.63,328.87,146.39,1.44,12.27,0,1.01,81.18,1.82,0,3.84,0.83,147.44,0,0,20.78,0,14.1
 48-58,0,0,0,0.4,110.67,0,0,65.18,0,47.17,75.79,102.82,2.2,0,5.97,0,3.82,3.76,1.41,0,1.52,520.02,0.75,5.82,109.87,345,109.1,0,26.3,0,1.34,50.22,0,0,0,0,164.87,0,1.4,25.58,1.68,18.07
 60-70,0,0,0,0,80.57,0,0,81.21,4.16,40.64,73.89,183.38,3.27,0,1.3,3.71,0.82,7.87,4.19,0,0,926.99,1.24,22.67,62.77,228,77.01,0.9,25.44,0,1.69,12.49,0,4.52,4.7,0,71.29,0,12.99,17.59,9.39,1.56
 72-82,0,0,0,0,43.03,0,0.78,59.01,0.96,13.31,67.68,148.41,0,0,1.95,0,0.7,0.69,8.94,0,2.69,984.47,6.33,20.05,99.66,179.01,41.44,1.27,34.41,0,6.14,21.91,0,0.97,0,0,48.66,2.2,14.94,34.6,19.91,4.71
 84-94,0,0,0,0,78.97,7.69,5.96,72.08,0,19.05,53.19,152.05,5.42,0,1.67,1,3.52,5.89,2.02,0.78,13.1,936.41,8.09,28.05,49.36,131.61,85.27,2.03,29.09,0,1.68,19.05,0,0.93,0,0,46.58,1.63,22.89,31.53,21.62,0.89
 96-106,0,0,0,0,69.1,0,4.79,83.48,1.57,24.58,36.71,153.07,5.6,0,12.73,5.8,1.98,6.15,3.52,1.06,1.78,655.77,11.18,16.36,47.06,196.87,22.92,0,28.71,0,3.05,25.86,0,0.73,0.82,0,18.21,0,14.5,23.19,25.38,18.33
108-118,0,0,0.98,0.74,107.11,2.56,47.4,56.05,1.89,38.56,35.95,204.61,10.03,0,6.31,0.56,0,5.36,9.07,0,8.2,661.17,15.7,6.38,53.1,163.06,28.73,1.76,19.38,0,6.25,20.97,0,0.42,0.43,0,20.26,1.88,9.14,29.42,25.91,23.36
120,2.82,0,2.94,0,120.32,2.16,4.62,96.63,5.7,27.42,41,171.68,6.97,0,21.79,1.18,2.56,2.88,3.84,0,0,625.46,1.13,33.62,24.52,175.42,65.26,0,36.36,0,9.21,17.88,0,0,1.22,0,13.68,0,0,27.95,15.74,9.65
