stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,10.67,326.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.07,123.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.73,3.6,0,0,18.53,0,0,7.58,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,5.06,0,0,0,12.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09,14.98,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,308.01,31.13,0,0,0,4.22,0,0,0,1.26,242.57,0,0,0,0,0,46.85,0.83,0,74.04,34.2,2.31,0,0,0,0,0,0,7.83,0,0,26.91,14.4,0,0,39.25,0,0
 24-34,0,0,0,1.34,1046.24,29.56,0,4.48,0,93.12,8.03,6.82,0,10.19,1187.07,1.64,0.79,0,6.62,1.09,692.17,9.96,0,468.58,256.19,3.4,2.11,1.8,0,0,3.56,0,5.63,0,0,7,33.7,0,0,406.81,0,0
 36-46,0,0,0,0,724.57,14.14,0,12.74,0,159.21,33.76,14.81,0,7.6,1836.52,0.77,0.69,0,0,1.76,1527.27,12.67,4.81,500.95,306.65,21.65,3.41,0,0,0.77,27,0,9.27,5.64,2.2,0.83,29.1,0,1.87,280,1.55,0
 48-58,0,0,0,0,721.14,11.44,0,88.97,0,210.17,101.35,19.67,3.18,9.46,1737.64,0.38,3.58,0,0.48,1.78,2111.15,5.18,21.09,423.08,292.61,28.37,1.98,2.38,0,0,24.25,0,0,6.36,1.31,0,52.18,0,3.61,266.46,3.57,17.18
 60-70,1.61,0,0,0,548.08,42.01,0,89.95,0,150.7,128.53,24.6,10.53,9.2,1837.79,9.57,1.15,0.63,1.2,0.95,3075.84,7.41,33.95,261.36,211.24,19.11,2.78,0,0,4.36,31.26,0,0,2.57,0,0,28.64,0,24.54,224.05,19.14,8.37
 72-82,0,0,0,0,522.31,94.91,1.16,262.39,16.8,129.28,165.23,44.33,10.03,20.37,2466.18,2.97,0,1.37,1.98,0,4561.97,7.75,71.05,267.71,271.97,10.87,3.29,6.08,0,6.58,17.4,0,0,9.13,0,0,18.5,0,57.86,287.85,74.42,21.71
 84-94,0.62,0,0,0,895.41,63.02,0,219.88,0,206.47,93.25,36.94,38.47,13.21,3028.32,7.38,2.16,3.15,4,9.21,4150.83,10.17,86.45,243.9,136.89,9.67,4.18,5.23,0,6.51,28.53,0,0,16.94,0,0,18.67,3,52.56,304.95,95.12,0
 96-106,0,0,1.57,0,821.19,179.9,2.02,171.66,0,193.99,86.05,61.29,26.03,18.84,3493.91,10.24,5.04,7.15,15.27,0,2792.52,7.92,51.72,178.46,255.07,16.12,24.11,2.91,0,13.56,19.68,0,0,4.37,0,0,17.65,1.84,59.55,391.46,127.94,14.1
108-118,1,0,0,1.5,755.23,83.06,4.2,108.74,0,216.81,75.81,40.49,31.79,4.7,3255.89,9.78,3.69,1.26,5.58,2.6,2349.69,8.62,44.44,182.52,239.68,8.14,10.49,0,0,25.05,32.64,0,0,7.83,0,0,13.75,6.7,40.59,295.68,49.3,0.92
120,0,0,0,0,456.64,105.32,0,78.52,2.18,112.09,68.95,68.94,24.88,9.66,3965.3,4.11,3.93,13.14,0,0,1520.73,0,73.04,120.39,291.99,7.81,4.53,16.06,0,12.78,12.22,0,0,0,1.32,0,9.18,4.31,66.58,254.32,68.41,10.98
