stage,axial,blastomeres,endoderm,epidermis,eye,mesenchyme,muscle,neural,otic,paraxial_mesoderm,somites,spinal_cord,vasculature
  3-4,13.45,148.26,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,181.82,0,0,0,0,0,6.53,0,0,0,0,0
  7-9,11.63,9.28,7.12,0,4.85,0,0,9.08,0,19.01,0,0,0
 10-12,0,7.54,0,0,3.12,0,0,24.36,0,3.48,0,0,0
 14-21,0,0,0,0,0.82,0,0,0,0,0,0.85,0,0
 24-34,0,0,0,3.29,1.22,0,0,4.34,0,0,0,1.17,0
 36-46,0,0,0,0,0.6,0,0,1,0.89,0,0,0,0.69
 48-58,0,0,0,0.45,0,0.96,0,1.24,0,0,0,0,0
120,0,0,0,0,0,0,2.4,0,0,0,0,0,0
