stage,epidermis,erythrocytes,eye,heart,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,spinal_cord
 14-21,0,0,0,0,0,0,0,1.03,0,0
 24-34,0.66,0,0.66,0,0,0.78,0.81,0,0.96,1.59
 36-46,0.61,0,0,0,0,0,3.93,0,0,1.7
 48-58,0,0,2.88,0,0.92,0,5.82,0,0,0.95
 60-70,0,0,4.6,0,11.91,0,3.34,0,0,2.96
 72-82,0,0,0,2.04,0.7,0,7.39,0,0,1.56
 84-94,0,0,0,0,0,0,7.99,0,0,0
 96-106,0,0,0,0,0,0,14.47,0,0,0
108-118,0,1.23,0,0,0,0,0,0,0,0
120,0,0,0,0,3.98,0,0,0,0,0
