stage,epidermis,exocrine.pancreas,eye,fast.muscle,glial,neural,otic,spinal.cord,vasculature
 14-21,0,0,0,0,0,14.57,0,7.82,0
 24-34,0.67,0,1.51,0,3.47,36.25,1.4,16.39,0
 36-46,0,0,8.99,0,5.03,8.71,5.76,5.94,6.1
 48-58,0,0,1.45,1.02,2.66,7.33,0.71,6.17,1.85
 60-70,0,0,2.16,0,1.69,4.89,0,14.86,0
 72-82,0,0,0,0,0.67,0,0.51,0,0.98
 96-106,1.28,0,0,0,2.45,0,1.53,0,0
108-118,0,3.08,0,0,3.46,0.98,0,0,0.59
120,0,0,0,0,1.14,1.49,0,0,0
