stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,91.38,1695.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.84,0,0,0,0,0,0,0,0,0,0,0
  5-6,130.17,1210.78,0,31.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.68,0,8.81,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.83,36.29,0,21.76,0,0,0,60.63,0,0,0,0,0,93.57,0,0,0,0,0,0,0,0,0,0,293.3,58.81,0,0,81.46,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.93,0,87.5,0,12.87,0,42.77,0,0,0,0,0,41.09,0,0,0,0,0,0,0,0,0,0,469.88,170.36,0,0,160.21,0,0,5.95,0,21.95,0,4.35,0,0,0,0,0,0
 14-21,0,0,1.24,3.26,40.61,35.84,0,8.87,0,1.17,0,0.91,3.12,1.44,1.23,0,19.07,0,0,3.13,26.88,1.66,0,26.61,104.65,36.89,0,5.55,2.8,0,26.87,0,13.05,0,0,21.12,27.37,0,0,8.93,0,0
 24-34,0,0,0.97,3.46,9.48,4.94,0,4.46,0,0,2.07,4.35,4.86,0,2.83,0,62.71,0,0,0.65,102.53,4.02,0,22.04,137.5,6.09,12.47,10.7,0,0.99,62.43,0,0,2.98,0,4.32,35.03,0,0,28.5,0,0
 36-46,0,0,0,0,14.62,0,0,7.58,0,2.83,0.6,13.56,0.66,0,1.36,0,66.28,0,2.45,0.66,132.88,5.95,0.77,40.15,230.99,2.01,19.32,1.37,0,0,99.74,0,0,18.38,1.16,0,65.96,0,0,64.03,0,0
 48-58,0,0,0.46,0.72,14.2,5.2,0,29.74,0.48,6.88,7.75,14.03,3,0.91,6.48,0,26.37,0,2.66,8.61,196.68,6.34,0.42,31.84,201.17,1.43,19.49,15.18,0,0,47.69,0,0,5.81,0,0,62.02,0,1.45,61.52,0,1.67
 60-70,0,0,0,2.79,21.56,0,0,93.99,0,18.91,10.95,23.27,25.71,0.66,7.32,0.78,22.64,5.42,5.14,3.71,403.38,2.34,1.91,16.83,180.68,1.1,17.81,9.68,0,0,47.11,0,0,3.11,0,0,30.38,0.81,10.8,51.5,2.39,0.91
 72-82,0,0,5.39,0,16.7,0,0,385.06,0,3.97,11.07,91.63,71.67,0.51,11.25,0,32.05,0.65,6.51,7.14,540.76,6.76,6.93,21.69,180.96,1.71,33.11,9.91,0,2.81,31.07,0,0,1.39,0,0,7.21,9.68,17.55,91.72,9.79,0
 84-94,0,0,12.77,0,48.51,0,0.76,205.51,0,22.87,10.73,89.26,125.39,1.22,3.98,0.62,21.43,0,6.03,4.96,466.81,8.99,1.34,15.39,200.55,0,25.32,12.16,0,0,124.54,0,0,5.36,0,0,14.61,25.59,22.65,83.03,14.63,0
 96-106,0,0,4.88,1.52,30.57,23.34,0,500.64,3.1,7.69,6.92,107.33,138.7,0,7.08,2.72,25.5,0.6,12.51,12.4,434.85,20.08,6.3,14.17,175.46,9.56,54.05,21.1,0,1.57,75.49,0,0,1.24,0,0,5.95,57.24,19.97,74.46,21.86,0
108-118,0,0,1.28,2.07,32.14,0,2.66,281.96,0,19.35,1.86,160.47,188.14,0,9.75,0,36.02,1.81,8.14,14.04,421.57,13.26,11.47,3.4,240.24,3.96,21.62,15.83,0,7.45,85.3,0,0,5.34,0.94,0,2.65,74.54,30.77,62.93,9.86,2.05
120,0,0,4.38,5.08,51.05,0,0,287.62,0,28.47,7.41,177.48,173.39,0,7.58,0,26.1,2.63,17.98,12.76,416.34,18.74,36.03,17.84,164.74,15.39,23.97,14.2,0,0,33.2,0,0,10.08,0,0,0,22.75,44.64,87.88,15.5,19.46
