stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,26.67,664.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0,0,0,0,0,0,0,0,0,0
  5-6,44.24,562.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,57.31,32.01,0,66.86,0,0,0,124.88,0,0,0,0,0,52.45,0,0,0,0,0,0,0,0,0,0,0,1095.03,28.45,0,0,322.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.14,0,34.79,0,0,0,26.43,0,0,0,0,0,8.68,0,0,0,0,0,0,0,0,0,0,0,823.25,32.13,0,0,221.71,0,0,0,34.99,0,0,9.29,0,0,0,0,0
 14-21,0,0,0,2.72,27.58,3.46,0,10.78,0,0,0,5.79,1.42,0.94,1.95,0,4.14,0,0,0,2.23,20.97,0,0,20.93,192.85,5.9,0,0.81,2.01,0,1.63,24.69,1.22,1.83,17.73,52.04,0,0,19.95,0,0
 24-34,4.02,0,0,0.81,20.19,0.6,0,21.46,0,0.93,0,8.76,0,0,2.03,0.64,3.6,0,1.25,0,0,49.07,0,0,25.54,275.74,5.32,5.03,2.68,0,0,13.05,0,0,0.87,3.95,72.66,0,0,25.03,0,1
 36-46,0,0,0,0,6.03,0,0,25.56,0,16.29,0.72,12.87,0,0,1.33,0,0,1.21,0.72,0,0,56.18,1.49,0,3.7,166.93,0,1.16,1.88,0,0,32.09,3.29,0.74,0,0,41.53,0,1.04,12.91,0,0
 48-58,0,0,0,0,11.97,0,0,39.94,0.42,13.32,1.64,18.77,0,1.19,1.08,5.89,7.36,0,0.82,6.02,0,28.6,0,0.86,7.2,102.73,0,0.56,1.19,0,0,17.17,0,0,0,0,37.56,0,0,16.67,0,7.5
 60-70,0,0,9.36,0,14.71,0,0,37.83,1.28,8.78,1.13,38.72,1.27,0,0,6.42,0.59,0,1.2,1.35,0,84.88,0,3.41,0.96,75.3,0,3.92,1.44,0,0.66,8.89,0,5.64,0,0,9.71,0,0.69,12.63,0.89,3.13
 72-82,0,0,2.2,0,10.18,0.65,0,56.19,0,0.73,4.47,38.7,7.93,1.02,0,1.84,3.2,2.25,0.95,7.38,0,132.57,5.78,2.34,10.45,57.37,0,0.88,1.64,0,0,1.84,0,3.24,0.49,0,2.95,2.43,0.93,11.17,4.45,5.01
 84-94,0,0,0,0,13.37,0,0,15.28,0,1.12,2.36,28.57,3.47,0,0,6.62,2.99,0,2.26,0,0,64.81,1.19,2.23,5.62,22.24,0,1.74,4.12,0,5.06,9.4,0,0.64,0,0,0.74,1.5,3.25,10.43,0.63,0.76
 96-106,0,0,0,0,8.01,3.96,0,7.97,0.76,4.09,2.12,14.4,4.33,0,1.47,6.61,1.82,1.05,3.15,1.95,0,46.71,2.99,3.06,6.15,51.84,0.64,4.28,2.45,0,0,13.59,0,0,0,0,0,3.01,0.9,15.74,3.2,0
108-118,0,0,0,0,11,0.57,0.59,31.81,0,6.19,5.85,28.74,7.01,0,2.69,4.07,2.28,0.95,3.64,1.55,0,97.67,0,7.4,4.11,35.45,1.29,3.03,3.04,0,6.57,14.26,0,0.7,0,0,1.53,5.62,4.43,12.39,0,3.72
120,0,0,0,0,29.33,22.3,0,14.15,2.36,10.12,0,21.39,13.63,0,0,8.26,0,0,0,0,0,37.18,0,0,2.83,60.1,0,3.29,2.08,0,0,6.95,0,0,0,0,0,5.08,0,5.72,0,0
