stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,71.03,264.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0
  5-6,24.15,718.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.8,7.94,0,0,0,0,19.99,0,0,0,0,0,0,0,0,0,0
  7-9,7.13,32.23,0,13.03,0,0,24.76,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,489.24,13.67,0,0,168.72,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,19.74,0,3.62,0,0,95.5,0,0,0,0,0,18.11,0,0,0,0,0,0,0,0,0,0,0,561.25,18.69,0,0,150.84,0,0,4.43,11.68,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.86,15.71,0.93,5.71,0,0,0,5.45,0,0,0,0,1.63,0,0,0,0,11.64,0,0,10.65,149.14,5.01,0.95,0,7.26,0,1.56,16.87,0,0,17,56.24,0,0,0.91,0,0
 24-34,0,0.83,0.66,0,4.94,0,31,0,2.71,0,2.58,0.67,0,0,0,1.23,0,0,0,0.62,11.54,0,1.66,9.56,278.81,2.74,4.84,1.37,0,0.99,13.98,0,0,0,3.26,88.12,0,0,5.35,0,0.78
 36-46,0,0,0.85,0,0,1.02,70.23,0,0,0.71,5.68,0,1.09,3.13,0,0,0,0.68,0,0,15.4,0,1.12,5.41,389.3,1.19,4.53,0,0,0,41.65,0,0,0,0,103.69,0,0,3.21,0,2.73
 48-58,0,0,0.67,0,4.73,0,114.11,0.81,0,0,16.16,0,0,0,0,7.36,0,0,0,0,48.27,0.94,0,4.87,472.85,10.41,5.02,0.99,0,0,8.77,0,0,2.94,0,84.68,0,0.42,2.44,0,2.34
 60-70,0,0,0,0,3.94,0,268,0,0,0,28.68,0,0,0,0.58,0,0,0,0,0,42.12,0,1.93,5.13,473.4,1.17,5.14,6.58,0,3.93,25.47,0,0,0,0,59.26,0,0,10.74,0,2.26
 72-82,0,0,0,0,8.4,0,195.99,0,0,0.68,37.27,0,0,1.54,0.66,0.58,0,0.63,0.49,0,49.69,0.74,0,1.93,361.64,0,7.94,5,0,0,1.17,0,0,0,0,17.47,0,1.31,6.65,0,0
 84-94,0,0,0,0,7.84,2.1,116.5,4.52,5.01,1.27,18.91,0,0,1.06,3.08,1.51,0,0,1.16,0,46.68,0,3.87,0.93,269.55,0,1.31,1.81,0,0,18.9,0,1.52,0,0,17.01,5.51,1.15,3.18,0,0
 96-106,0,0,3.61,0,4.23,5.06,142.96,0,0.59,1.04,21.35,2.42,0,2.23,0.78,0,0.59,2.97,0,0,57.71,1.5,5.91,6.36,198.3,0.69,0.56,2.27,0,1.82,9.39,0,0,0,0,13.2,0,3.08,7.56,0,0
108-118,0,0,0,0,9.66,6.61,86.73,1.44,0,0.65,28.78,2.7,0,0.47,4.62,1.68,0.83,0,0,0.44,46.14,0,2.52,2.39,207.29,0.49,7.54,1.26,0,7.18,9.57,0,0,0,0,6.89,0,1.3,2.5,1.2,0
120,0,0,0,0,7.76,0,71.23,0,1.11,0,33.07,13.95,0,0,6.56,2.42,1.58,0,0,0,70.72,0,12.11,14.31,337.09,0,1.77,2.59,0,0,14.29,0,0,0,0,24.86,0,0,2.39,0,0
