stage,endocrine.pancreas,eye,mesenchyme,neural,pronephros,spinal.cord
  7-9,0,0,0,4.84,0,0
 14-21,1.07,0,0,0,0,2.7
 24-34,0,1,0,1.66,0,1.09
 36-46,0,0,0,0,0,0.69
 48-58,0,0,0.52,1.12,0,0
 60-70,0,0,0,2.2,0,1.63
 72-82,0,0,0,0,0,1.62
108-118,0,0,0,2.74,0,0
120,0,0,0,1.93,9.87,1.17
