stage,eye,glial,mesenchyme,mural.cell,muscle,neural,otic,paraxial.mesoderm,periderm
  7-9,0,0,0,0,0,4.01,0,5.09,0
 24-34,0,0,0,0,0,0.72,0,0,0
 36-46,0,0,0,0,0,1.26,0,0,0
 48-58,0.86,0,1.61,0.44,0,0,0,0,0
 60-70,0,0,0,0,1.13,0,0,0,0
 72-82,2.43,0.57,4.62,0,0,0,0,0,0
 84-94,0,0,2.63,0,2.18,0,0,0,0
 96-106,2.13,0,0,0,0,0,0,0,0.6
108-118,0,0,0,0.49,0,0,0,0,0
120,4.77,0,9.23,0,0,0,2.55,0,0
