stage,blastomeres,endoderm,eye,mesenchyme,neural,olfactory,paraxial_mesoderm
  5-6,25.5,0,0,0,0,0,0
  7-9,0,11.24,0,0,7.32,0,0
 10-12,0,6.06,0,0,6.69,0,9.27
 24-34,0,0,0,0,1.06,1.57,0
 36-46,0,0,0,0,0,2.38,0
 48-58,0,0,0,0,0.8,4.05,0
 60-70,0,0,0,0.74,0,6.79,0
 72-82,0,0,0,0,2.83,11.14,0
 84-94,0,0,0,0,0,20.16,0
 96-106,0,0,0.67,0,0,9.65,0
108-118,0,0,0,0,0,5.93,0
120,0,0,0,0,14.33,23.27,0
