stage,axial,blastomeres,eye,iridophores,mesenchyme,muscle,pronephros,spinal.cord
  5-6,17.67,11.26,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,4.6,0
 24-34,0,0,0,0,0,6.19,27.6,3.87
 36-46,0,0,0,0,0,0,4.2,0
 48-58,0,0,0,0,0,0,1.48,0
 60-70,0,0,0,0,0,0,5.27,0
 72-82,0,0,0,0,3.13,0,1.71,0
 84-94,0,0,0,0.86,0,0,30.15,0
 96-106,0,0,0,0,0,0,25.25,0
108-118,0,0,0,0,0,0,15.01,0
120,0,0,5.36,0,9.73,0,15.33,0
