stage,epidermis,eye,fin.epithelia,gut,liver,neural,notochord,olfactory,taste,xanthophores
  7-9,0,4.91,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,1.23,0,0,0
 48-58,0,0,0,0,0,0.65,0,0,0,0
 60-70,3.16,0,0,0,0,0,0,1.16,0,0
 72-82,1.02,0,2.79,0,0,0,0,0,0,0
 84-94,2.37,0,1.68,0,0,0,0,0,1.6,0
 96-106,7.66,0,1.91,1.1,0,0,0,0,1.9,0
108-118,5.06,0,4.71,1.49,1.1,1.67,0,0,1,0.96
120,10.29,0,0,0,0,0,0,0,1.32,0
