stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.32,626.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.56,0,0,0,0,0,0,0,0,0,0,0
  5-6,21.29,923.16,0,0,0,0,0,0,0,0,0,0,0,31.65,0,0,0,0,0,0,0,0,0,0,28.58,0,0,0,20.33,0,16.64,0,0,0,0,0,0,0,0,0,0,0
  7-9,17.26,24.74,0,6.2,0,0,0,74.6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,676.02,42.74,0,0,262.59,0,0,7.87,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.19,0,26.42,0,0,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.66,0,0,0,193.16,0,0,0,0,4.36,0,0,0,0,0,0,0,0
 14-21,0.89,0,0,2.05,64.73,2.66,0,9.98,0,0,0,6.98,3.23,0,0.92,0,0.87,0,0,0,27.03,0,0,17.13,283.43,2.73,7.48,3.21,4.03,0,7.87,0,23.57,0,2.15,16.43,87.15,0,0,0,0,0
 24-34,0,0,0,2.46,10.49,0.99,0,51.08,0,0,0.86,8.24,16.02,0,0,0,3.8,0,0.68,0.65,43.64,0,0,17.01,498.85,0,3.7,3.72,0,0,20.86,0,0,0.83,0,2,93.92,0,0,0.74,0,0
 36-46,0,0,0,0,23.88,0,0,91.34,0,0,0.89,7.83,0.86,0,0,0,0,0,0,7.26,31.35,0,4.97,3.4,263.59,0,3.09,1.96,0,0,30.87,0,0,0,0,0,55.96,0,0,6.32,0,0
 48-58,0,0,0,0,22.05,0,0,85.61,0,1.45,0.45,20.3,0.92,0,0,0,3.61,0,0,0.37,18.7,0.82,0.52,3.23,127.09,0,4.01,0.49,0,0,15.97,0,0,0,0,0,30.43,0,0,0.97,0,6.7
 60-70,0,0,0,0,5.7,0,0,87.62,0.93,0.86,0,13.93,4.35,0,2.24,0,0,0,0,0.87,20.6,0,0,0.9,92.25,0,0,0,0,0,9.78,0,0,0,0,0,3.48,1.22,0,13.72,0,0
 72-82,0,0,0.5,0,3.76,0,0,22.87,0,0,2.52,3.75,1.01,0,0,0.98,0,0,0,0,8,0,0,1.78,46.22,0,0,0,0,1.4,1.16,0,0,0,0,0,13.25,0,0.5,0,0,0
 84-94,0,0,0,0,5.07,0,0.78,26.92,0,0,0,11.03,0,0,0,5.92,0,0,0,0,21.47,0,0,2.06,45.35,0,0.7,1.44,0,0,11.44,0,0,0,0,0,1.21,0,0,0,1.89,0
 96-106,0,0,0,0,0,0,0,7.8,0,0,0,10.59,1.58,0,0,2.5,0,0,0,0,14.44,0,0,0.61,39.13,0,0.83,3.52,0,1.47,14.59,0,0,0,0,0,6.68,0,0,0,0,0
108-118,0,0,0.58,0,1.83,0,0,3.48,0,0,1.26,4.38,1.35,0,0,1.76,0.7,0,0.51,3.34,13.23,0,4.77,1.53,40.08,0,0,0,0,0,0.89,0,0,0,0.53,0,1.21,0,0.5,1.62,0,0
120,0,0,0,0,2.8,1.9,0,32.32,0,0,0,5.73,0,0,0,1.3,0,2.93,1.12,0,34,0,0,1.74,33.08,0,0,0,0,0,6.27,0,0,0,0,0,0,0,0,1.46,0,0
