stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,0,0,0,0,0,10.77,4.23,0,0,29.73,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.68,0,0,0,4.22,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,2.15,3.35,0,23.16,0,0,0,33.65,0,0,0,0,0,4.34,0,0,0,25.6,0,0,7.56,177.42,8.77,0,0,0,0,0,0,0,0,1.32,123.51,0,0,0,0,0
 24-34,0,0,0,0.64,0.67,0,62.44,0,0,1.35,209.15,0,0.8,1.02,0,0,17.64,0,0,0,114.11,0,0,46.36,494.14,1.92,0,0,0,0,3.37,1.59,0,0.94,0,1496.95,0,0,0,0,0.81
 36-46,0,0,0,2.56,0,0,84.47,0.94,0,5.49,345.67,0,0,2.98,1.15,1.01,5.28,1.12,0,1.22,272.71,0,0,62.36,678.72,0,0,0,0,2.85,1.66,0,0,0,0,2246.75,0,0,0,0,11.94
 48-58,0,0,0,0,0,0,275.22,0,1.68,23,604.7,0,0,1.17,0,0,20.83,0,0,0,344.15,0,6.42,49.21,799.92,0,1.04,0.61,0,1.01,5.87,0,0,2.5,0,1721.5,0,0,0.82,0,0
 60-70,0,0,1.7,5.95,0,0,273.4,0,3.46,18.69,1825.56,0,0,1.17,0,0,86.45,0,10.32,0,377.56,0,0,40,821.05,5.95,0,1.41,0,0,12.14,0,0,0,0,641,0,1.84,0,1.63,0
 72-82,0,0,0,5.01,2.58,0,495.99,0,1.31,71.3,5539.55,0.97,0,2.04,16.47,0,78.14,8.71,0,0,628.71,0,8.98,61.05,730.89,1.23,3.26,4.92,0,1.03,8.59,0,0,0,0,195.63,1.44,4.28,3.39,3.54,6.66
 84-94,0,0.73,0,27.66,0.81,0,625.38,0,0,21.54,4731.72,0,0,3.79,0.56,0,123.67,0,0.59,27.34,558.22,0,8.26,38.47,550.64,0,0,0,0,0,8.68,0,0,0,0,263.78,2.8,3.81,8.32,10.73,14.94
 96-106,0,1.07,0,23.49,29.5,0.92,559.71,6.25,15.68,37.71,6667.53,2.4,0,0.87,8.91,0,246.7,0.66,0,7.05,534.26,2.75,13.34,45.92,656.91,1.91,2,26.68,0,0,13.59,0,4.96,0,0,175.81,1.68,8.67,0,2.14,1.19
108-118,0,0,0,24.28,1.99,6.71,601.3,0.69,1.08,32.12,7244.49,2.43,0,0,3.66,0.5,213.51,0,1.52,0,709.38,0.77,26.42,32.21,668.33,0.41,9.3,8.82,0,9.93,9.92,0,1.94,1.33,0,119.19,0,10.13,3.87,1.09,0
120,0,0,0,19.63,3.52,0,499.45,0,0,56.34,8022.11,7.34,0,0,1.18,4.02,299.84,2.6,27.98,0,659.77,0,41.61,54.85,652.84,0,0,0,0,1.79,1.3,0,0,0,0,134.8,0,7.48,0,5.14,0
