stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,298.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,314.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.04,4.72,0,9.5,0,0,0,10.37,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,179.19,3.62,0,0,70.68,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,52.62,0,0,0,13.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.13,17.57,0,0,31.67,0,0,0,0,11.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,4.25,27.68,1.12,0,20.48,0,0,1.18,2.46,0,0,0,0,0,0,0.92,0,10.12,0,0,7.2,107.39,14.46,0,0.88,1.08,0,6.98,0.9,21.67,5.28,1.86,9.6,27.63,0,0,0.84,0,0
 24-34,0,0,0,3.2,20.88,0.87,0,29.42,2.51,1.58,10.88,0.85,0,5.97,0.65,0,0,2.06,0.66,2.14,50.85,0,0,25.83,226.64,3.89,0,3.81,0,0,9.92,0,0,16.72,0.95,2.49,60.43,0,0,13.7,0,0.89
 36-46,0,0,0,0,9.16,0,0,28.81,4.24,6.95,24.47,0.7,0,1.56,0,0,0,3.54,8.02,11.46,117.01,0,2.79,17.29,147.37,6.87,1.34,2.65,0,0,18.4,0,3.04,28.09,0,0,58.71,0,0,18.77,0,1.27
 48-58,0,1.29,0,0,5.56,0,0,20.5,3.21,5.74,17.9,5.99,1.43,3.53,0.89,0.85,4.84,2.94,17.06,1.15,87.05,0.95,2.25,16.56,74.31,5.38,0,2.02,0,0,16.31,0,0,5.02,0,0,29.2,0,0,4.86,0,12.82
 60-70,0,0,0,0,3.51,1.24,0,16.59,0,8.43,26.94,7.83,0,2.32,0,0,1.31,3.73,2.16,3.27,99.85,0,4.01,18.56,54.4,2.43,0,1.38,0,0.84,6.66,0,0,10.11,0,0,7.84,0.73,2.29,4.46,0,1.75
 72-82,0,0,0.57,0,7.09,14.44,0,34.95,0,8.23,61.62,14.05,0,2.16,5.07,0,3.28,1.35,10.16,0,144.43,1.13,6.67,13.51,44.27,1.82,4.56,4.62,0,4.52,5.62,0,0,9.39,0,0,4.73,0,0.94,15.5,2.06,23.21
 84-94,0,0,0,0,8.28,12.87,3.61,29.79,1.15,4.74,39.46,33.47,0,2.7,4.4,0.72,7.16,5.09,11.56,7.49,134.97,0,5.32,9.06,29.35,4.04,0.6,2.37,0,0,17.77,0,0,25.64,0,0,12.75,0,4.74,10.86,7.16,19.07
 96-106,0,0,1.41,0,1.33,19.36,0,30.43,4.65,2.25,42.08,34.11,0,0.96,2.7,0.66,8.24,4.84,19.1,2.07,103.16,5.87,13.26,15.18,15.29,0,9.1,12.18,0,0,14.14,0,0,22.27,0,0,3.98,2.76,2.51,10.75,2.23,17.82
108-118,0,0,0,0.74,15.93,11.77,4.71,22.59,0.97,4.8,29.69,43.31,0,0,3.98,1.91,34.84,0.69,25.23,3.35,120.54,0.43,5.12,11.31,45.89,1.11,0.86,13.73,0,10.66,26.53,0,0,30.89,0,0,4.22,7.22,4.62,14.05,4.03,11
120,0,0,0,0,1.8,9.74,0,42.26,4.79,1.67,24.29,24.56,0,0,5.36,0,11.19,1.65,24.72,0,63.87,1.48,0,10.22,28.84,0,4.03,0,0,0,18.64,0,0,29.42,0,0,7.55,3.92,0,4.68,0,9.75
