stage,axial,endoderm,epidermis,mesenchyme,neural,otic,presomitic_mesoderm,spinal_cord
  5-6,6.55,0,0,0,0,0,0,0
  7-9,0,4.34,0,0,4.16,0,0,0
 10-12,0,0,0,0,4.02,0,4.75,0
 14-21,0,0,0,1.19,0.82,0,0,0
 24-34,0,0,0,0,1.39,0,0,0.85
 36-46,0,0,0,1.39,5.43,0,0,0
 48-58,0,0,0,1.49,1.12,0,0,0.57
 60-70,0,0,5.35,0,0,0,0,0
 96-106,0,0,0,0,3.45,0,0,0
120,0,0,3.38,0,16.21,1.61,0,0
