stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,21.51,206.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.97,164.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,32.57,0,0,24,0,0,0,39.56,0,0,0,0,0,41.41,0,0,0,0,0,0,0,0,0,0,0,179.14,16.46,0,0,78.08,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.95,0,19.98,0,0,0,38.99,0,0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,521.83,33.81,0,0,141.3,0,0,0,43.24,0,9.79,0,0,0,0,0,0
 14-21,0,0,0,3.83,33,6.08,0,8.88,0,0,0,3.29,1.86,0,0,0,1.73,0,0,0,0,13.53,0,0,21.98,178.37,4.98,0,1.88,3.41,0,4.88,20.33,0.85,0,26.98,55.9,0,0,2.25,0,0
 24-34,0,0,0.66,0.64,26.67,2,0,58.23,0,2.64,1.76,10.02,0.68,0,2.04,0.87,1.96,0,2.2,0.74,0,43.09,0.68,0,14.35,458.68,5.52,7.5,2.79,0,0,26.92,0,6.24,0,2.66,75.58,0,0,11.65,0,5.24
 36-46,0,0,0.85,0,11.98,1.01,0,54.92,0,1.35,5.96,13.02,0,0,0,0,1.57,0,0.66,0,1.66,58.81,0,3.13,12.71,291.23,1.61,3.09,0.69,0,0,44.05,0,0,0,0,63.38,0,0,14.15,0,0.85
 48-58,0,0,0,0,9.26,0,0,79.91,0,1.86,9.15,26.77,0,0,0.87,0,0.78,0,3.98,0,11.09,87.73,1.22,0.91,9.47,121.89,7.69,1.16,6.98,0,0,30.28,0,0.37,0.45,0,33.16,0,0.51,13.62,0,9.59
 60-70,0,0,0,0,14.39,0,0,345.9,1.47,23.89,12.33,28.39,0.65,5.24,0,0,5.45,6.25,6.34,5.16,3.24,118.27,0,18.69,7.93,85.11,3.13,0,1.16,0,0,33.61,0,1.68,0,0,22.94,0.84,2.18,10.01,0,20.66
 72-82,0,0,0.87,0,12.27,0,0,370.21,0,7.33,10.62,32.24,0.64,0,3.36,0,0,2.14,7.77,0,5.11,175.02,0.56,8.8,7.97,51.17,0,0,1.09,0,0,15.39,0,0,0,0,12.39,6.95,7.29,9.69,1.87,9.38
 84-94,0,0,3.55,0,17.12,2.67,0,173.95,0,3.02,4.4,19.89,5.15,0.71,2.63,1.59,0,2.15,3.27,0,2.55,145.97,0.84,18.1,6.17,42.4,0,2.24,2.54,0,0,35.57,0,0.62,0,0,6.27,16.72,2.08,9.08,6.71,2.92
 96-106,0,0,1.06,0,14.89,0,0,193.18,0,0.94,6.91,32.32,0.57,0,0.61,0,1.67,1.14,2.82,1.8,0,112.72,1.44,4.06,9.3,40.47,0.61,2.24,4.64,0,2.51,19.4,0,0.7,0,0,10.82,3.35,3.15,6.77,4.4,1.21
108-118,0,0,1.26,0,14.39,2.7,0.44,166.69,0.9,7.38,4.33,38.49,6.12,0,0.99,0.58,0.93,11.33,2.47,3.71,2.01,131.44,6.93,5.04,7.1,59.08,0.55,11.33,9.74,0,1.57,16.3,0,0.87,0,0,5.79,3.4,1.75,11.34,0,9.62
120,0,0,0,0,42.75,0,3.02,183.6,0,7.08,2.89,43.42,0,0,22.13,7.08,5.11,11.11,1.76,0,0,192.35,18.82,0,29.33,65.29,1.03,0,3.12,0,2.67,22.28,0,1.39,0,0,13.59,7.29,5.75,11.99,13.27,30.57
