stage,eye,glial,immune,neural,paraxial.mesoderm,periderm,spinal.cord,xanthophores
  7-9,0,0,0,0,3.68,0,0,0
 10-12,0,0,0,5.85,0,0,0,0
 36-46,1.11,1.26,0,0,0,1.46,0,0
 48-58,0,0,0,0,0,0.38,0,0
 72-82,0,0,0,2.26,0,0,0,0
 84-94,0,0,0,0,0,1.68,0,0
 96-106,0,0,1.91,0,0,0,4.63,0
108-118,0,0,0,0,0,1.11,0,1.16
120,0,0,0,0,0,0,14.56,0
