stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,171.68,4420.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.77,0,0,0,0,0,0,0,0,0,0,0
  5-6,217.71,2682.7,0,0,0,0,0,0,0,0,0,0,0,61.14,0,0,0,0,0,0,0,0,0,0,0,121.6,36.9,0,0,27.34,0,33.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,38.04,26.82,0,180.47,0,0,0,94.62,0,0,0,0,0,293.96,0,0,0,0,0,0,0,0,0,0,0,915.13,40.29,0,0,293.87,0,5.88,21.91,0,0,0,0,0,0,0,0,0,0
 10-12,0,8.49,0,399.62,0,5.18,0,106.58,0,0,0,0,0,47.99,0,0,0,0,0,0,0,0,0,0,0,1268.34,117.84,0,0,324.63,0,0,0,0,48.84,0,15.86,9.29,0,0,0,0,0
 14-21,0,0,15.63,60.96,349.24,69.76,0,335.11,0,13.63,0,108.69,21.99,58.54,7.81,0,6.54,0,0.84,5.19,8.37,171.92,0.95,0,147.2,3673.47,190.46,9.11,34.83,12.85,0,30.61,2.53,28.91,8.94,95.44,481.84,1114.68,0,0,55.58,0,11.28
 24-34,0,0,0,24.62,107.46,13.44,0,465.69,4.31,34.75,9.67,129.48,4.89,0.74,21.88,13.06,39.04,3.97,4.79,21.15,58.98,296.47,9.24,0,90.09,3338.33,75.56,32.83,43.08,0,0,95.63,0,0,13.52,30.21,63.41,868.02,0,0,189.23,0,34.41
 36-46,0,0,6.18,2.77,100.57,13.12,0,1018.67,12.66,12.13,29.64,344.83,2.51,1.31,20.46,14.43,44.48,0,19.34,26.08,33.91,439.18,9.04,11.41,92.18,4850.24,79.82,82.4,33.8,0,4.2,92.27,7.15,0,7.53,9.65,0.59,1223.32,0,0,111.11,0,9.08
 48-58,0,0,0.59,5.9,76.03,2.51,0,800.64,6.44,40.48,33.91,417.31,11.25,0.43,3.15,14.73,24.26,16.21,12.01,17.36,30.66,313.07,7.97,7.12,52.43,2427.43,34.37,33.37,40.2,0,1.09,44.32,0,0,7.53,10.52,0,511.76,0,0,50.2,0,19.46
 60-70,0,0,7.11,5.58,56.57,2.4,0,1929.73,16.69,17.26,44.89,627.04,29.86,0,32.12,48.71,43.85,21.61,9.22,17.75,3.4,535.66,3.21,16.53,40.35,4024.53,25.47,40.23,63.02,0,8.33,54.6,0.64,0,18.96,5.88,0,438.69,1.42,12.94,31.93,2.37,22.42
 72-82,0,0,26.63,0.56,85.38,46.31,8.33,1392.8,6.72,11.21,35.91,672.56,57.29,0,9.83,30.22,15.22,11.16,20.68,35.71,7.46,608.66,5.74,26.62,26.95,2758.34,8.81,36.24,56.43,0,11.39,35.96,0,0,8.39,0.54,0,235.44,15.3,24.25,114.51,18.22,19.45
 84-94,0,0,22.5,4.73,168.62,60.07,12.15,1630.98,5.97,30.45,33.06,801.88,128.47,2.21,2.47,73.91,22.86,18.5,15.81,206.3,21.01,701.64,16.67,52.39,36.79,2807.47,36.88,29.09,73.32,0,8.5,83.61,1.4,0,20.18,0.81,0,284.46,42.13,33.35,80.12,29.01,5.29
 96-106,1.12,0,25.36,0,111.05,33.37,16.27,1205.07,14.09,17.21,4.06,717.49,135.87,0,5.97,46.3,28.77,18.09,18.97,150.84,11.42,352.64,3.06,23.31,22.57,2013.63,21.49,23.71,71.77,1.2,0,55.47,3.39,0,9.04,0.57,0,82.56,40.65,18.06,57.26,31.71,1.59
108-118,0.56,0,14.47,2.97,156.15,20.68,65.37,1389.11,9.01,25.53,16.45,999.53,156.78,0,10.77,60.59,30.55,58.78,17.87,606.4,10.48,414.25,6.8,21.88,27.85,3177.12,44.26,27.93,83.77,0,6.46,54.32,0,0,7.57,2.31,0,84.7,37.79,11.79,89.73,20.54,5.42
120,0,0,1.22,4.45,110.61,25.06,7.34,986.61,13.73,11.25,5.31,726.1,103.54,0,0,41.85,14,7.96,24.58,87.78,1.79,274.65,0,13.85,21.74,2497.02,10.06,23.64,49.92,0,0,15.93,0,0,2.81,0,0,62.83,15.3,20.57,88.68,3.58,0
