stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,137.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,91.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.29,0,0,0,34.36,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.8,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.07,0,0,0,15.26,0,4.24,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1.11,0,7.94,0,0,1.86,0,0,0,0.85,0.81,0,0,0,0,0,0,0,6.29,0,0,3.68,22.2,3.82,1,0,0,0,0,1.33,2.75,0,1.61,1.61,6.68,0,0,0,0,0
 24-34,0,0,0,0.84,2.77,0.66,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0.69,20.04,0,0,7.75,100.45,0,5.65,1.73,0,0,7.72,0,0,0,1.19,0.66,23.56,0,0,5.53,0,0
 36-46,0,0,0,0,0,0,0,10.22,0,0,0.82,1.07,0.83,0,0.73,0,0,0,0,6.95,19.91,0,1.13,0.65,124.9,0.63,0,0,0,0,8.6,0,0,0,0,0,31.75,0,0.85,0,0,0.57
 48-58,0,0,0.44,0,4.04,0.84,0,38.97,0,1.6,0.39,5.16,0.56,0.4,0.53,0,1.21,0,0,0,24.31,0,1.14,0.93,156.51,0,0,0.64,0,0,5.84,0,0,0,1,0,25.22,0,0,0.84,0,0.92
 60-70,0,0,0,0,2,0,0,77.48,0,0.99,1.67,13.6,1.21,0,0,0,1.91,0,0,0,37.26,0,0,1.71,269.16,0.63,4.16,0,0,0,15.38,0,0,0.58,1.5,0,26.6,0,0,2.9,0,2.25
 72-82,0,0,0,0.56,5.08,7.32,0,161.25,0,0.58,7.21,28.89,0,0,1.2,1.77,0,1.23,0.54,0.5,40.91,2.41,1.52,5.86,343.34,0,2.45,2.25,0,0,3.86,0,0,1.49,0,0,28.25,0,2.68,10.16,0.94,0
 84-94,0,0,0.56,0,17.83,0.93,0,166.93,0,2.69,2.59,26.52,2.1,0,6.13,1.95,0,0.59,0.57,0.78,46.69,0,0.57,18.02,209.28,14.13,0,8.17,0,0.6,7.69,0,0,1.97,0,0,32.35,0,0,8.91,4.36,0.74
 96-106,0,0,0.61,0,17.75,3.8,0,162.46,0,0,1.52,50.21,0.67,1,4.9,1.52,0,3.9,0,0,53.53,2.18,3.9,7.7,206.35,1.75,7.11,9.84,0,4.34,8.62,0,0,0,0,0,19.78,0.87,0,6.91,3.26,3.12
108-118,0,0,1.4,0,7.18,0,1.29,173.74,0.42,0.59,0.6,35.76,2.97,0.56,0.6,3.14,2.09,0,0.79,1.97,77.91,0,0,7.15,252.53,3.3,5.99,5.85,0,1.49,10.59,0,0,0,0,0,25.62,0,0,3.12,1.74,4.81
120,0,0,0,0,27.97,7.1,0,78.39,0,3.46,1.26,51.37,0,0,4.1,2.58,10.69,1.74,0,0,49.4,0,0,4.73,369.75,6.21,0,1.76,0,0,10.15,0,0,0,0,0,5.91,2.82,0,6.45,3.81,0
