stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,16.16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,14.09,0,49.24,0,0,0,4.98,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,0,0,0,377.7,14.82,0,0,35.38,0,4.49,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,20.03,0,0,365.14,0,0,0,5.34,0,0,2.74,0,0,0,0,0,0,3.78,0,0,1.83,383.83,0,0,0,1.46,0,7.7,0,1.01,0,1.18,4.84,20.69,0,0,0,0,1.14
 24-34,0,0,0,5.99,0,0,306.13,0,0,0,7.82,0,0,2.2,0.64,2.28,4.58,0,0,0.65,14.89,0,0,7.92,599.59,0,1.85,0.66,1,0,57.8,0,0,1.81,0,0.69,24.35,0,0,1.04,0,6.93
 36-46,0,0,0,4.09,0,0,331.83,0,0,0,16.11,2.96,0,0,1.49,0,7.83,0,2.52,6.35,16.18,0,0,3.39,535.37,0,0,1.82,0,0,121.11,0.81,0,0.56,0,0,47.71,0,0,3.4,0,18.08
 48-58,0,0,0,9.94,0,0,2354.57,0.57,2.81,0,66.94,5.14,1.47,3.66,9.07,6.91,21.64,0,0,34.61,31.87,7.13,0.45,5.34,1273.4,0,0.39,0,0,0,93.5,0,0,1.03,3.25,0,56.39,0,0.51,2.5,0.9,50.43
 60-70,0,0,0,9.2,1.29,0,9405.73,3.1,7.94,2.35,100.58,5.44,0,9.23,2.42,3.01,3.5,1.71,0,10.43,48.15,0,4.82,4.99,2806.96,0,0.6,0.74,0,2.92,171.18,0,0,3.17,3.8,0,76.05,3.33,6.01,6,0,24.09
 72-82,0,0.87,0,46.13,8.96,0,10049.06,1.85,8.89,16.82,188.05,7.45,0,2.61,6.55,2.83,6.3,0,5.79,2.97,110.76,1.7,0.51,14.27,2502.71,3.35,7.51,6.6,0,8.52,116.15,0,0,2.32,0,0,104.39,6.24,4.12,17.83,1.65,24.73
 84-94,0,0,0,48.33,25.44,1.09,6325.29,1.45,17.59,4.15,185.7,11.25,0,11.98,11.35,7.26,15.96,0.65,0,14.62,145.92,6.65,17.5,9.39,1686.66,2.17,2.18,3.9,0,0,291.32,0,0,2.96,2.14,0,84.31,11.01,5.89,5.71,8.29,8.65
 96-106,0,0,0,49.85,21.63,2.1,5593.28,5.15,5.31,4.55,186.68,8.6,0,1.4,21.31,3.14,7.97,1.76,16.87,1.12,142.66,1.85,6.3,18.43,1453.84,0,14.82,4.98,0,6.64,286.86,0,0,3.51,1.35,0,28.68,32.37,1.66,31.82,5.35,16.75
108-118,0,0.58,0.49,78.95,18.78,17.7,4889.18,4.69,10.23,6.27,204.44,13.4,0,2.17,9.63,12.66,19.2,1.1,4.28,22.86,229.77,3.34,7.57,20.69,1883.03,1.3,5.23,4.72,0,12.76,318.15,0,0,2.82,4.09,0,24.75,13.15,3.58,32.62,9.36,24.21
120,0,0,0,76.51,20.56,6.31,2994.2,15.96,10.21,11.69,277.75,28.67,0,21.16,25.79,13.06,16.62,0,8.35,2.96,251.44,5.89,31.76,24.5,2122.06,3.33,13.79,20.74,0,0,125.85,0,0,5,3.54,0,64.52,25.73,3.8,39.95,8.19,12.08
