stage,epidermis,exocrine_pancreas,eye,gut,liver,neural,pronephros,spinal_cord
 14-21,0,0,0,0,0,0,0,5.53
 24-34,0,0,0,0,0,0,2.06,0
 36-46,0,0,0,1.45,0,0.71,6.05,0
 48-58,0,0,0,0,2.1,0,3.59,0
 60-70,0,0,0,0.64,0,0,0,0
 72-82,0,0,0,0,1.05,4.96,0,0
 84-94,5.71,0,0,0,0,0,2.27,0
 96-106,0,0,1.37,2.59,4.9,0,1.53,0
108-118,0,0.55,0,3.91,5.06,0.42,3.2,0
120,0,0,0,5.71,21.48,0,4.96,0
