stage,erythrocytes,eye,fin.epithelia,glial,iridophores,mesenchyme,neural,spinal.cord
 24-34,0,1.52,0,0,0,0,0,0
 36-46,0,0.68,0,0,0,0,1.88,0
 48-58,0,8.56,0,0,0,0,0,0
 60-70,0,84.21,0,0,0,0,0,0
 72-82,2.9,119.32,0,0,0,2.61,0,0
 84-94,0,116.54,4.48,1.48,0,1.21,1.12,0
 96-106,0,82.47,0,0,0.66,1.82,9.15,2.05
108-118,0,102.04,0,0,0,0,2.28,0
120,0,85.96,2.21,0,0,0,6.24,0
