stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,1.07,1.92,14.14,3.47,0,4.05,0,0,0,1.14,0.92,0,1.23,0,3.15,0,0,0,0,16.06,0,0,9.12,56.61,0,3.47,0,2.58,0,2.3,0,11.54,2.58,7.67,23.04,13.66,0,0,0,0,0
 24-34,0,0.75,1.4,13.86,6.55,0,42.57,8.23,0.67,0,1.1,0,0,12.21,0.65,48.29,0,0,19.48,1.23,17.77,1.91,0,21.11,183.88,0,14.02,5.04,0,0,12.78,1.59,0,17.77,16.82,15.56,41.37,0,0,1.87,0,0.76
 36-46,0,0,0.61,8.95,5.89,0,14.93,44.76,0,0,12.7,2.1,0.76,9.01,0.98,27.87,9.82,2.1,6.49,3.98,19.59,4.4,0,7.71,242.18,0,10.73,2.22,0,0,19.79,0,0,10.09,56.58,3.73,64.13,0,0,3.63,0,0
 48-58,0.39,0,0.43,16.82,8.67,0,73.93,36.4,0,3.56,34,5.31,1.65,5.87,0.89,8.71,0.56,1.05,7.36,3.86,73.35,2.91,1.61,18.77,332.14,0,11.51,9.99,8.44,0,12.62,0,0,19.47,80.76,0,73.1,0,0,3.53,0,8.24
 60-70,0,0.82,0,13.93,14.27,0,226.4,28.76,4.28,5.67,63.65,15.32,3.13,6.86,2.75,21.43,0.63,3.12,5.89,0,141,3.73,1.78,12.14,460.15,0,11.09,7.62,0,0,15.04,0,0,11.16,82.91,0,102.41,0,2.62,0.71,0,9.71
 72-82,0,6.56,0,23.57,80.11,1.55,238.85,22.51,0.66,11.13,109.78,43.64,3.97,6.75,10.5,34.59,3.11,1.41,28.82,1.71,203.26,3.22,5.21,22.02,379.09,0,23.78,12.07,0,1.61,9.48,0,0,23.06,31.94,0,77.63,1.92,2.5,13.09,1.26,24.44
 84-94,0,14.79,3.17,37.42,57.53,8.02,240.04,35.59,3.16,8.28,54.4,97.15,0.77,3.88,11.03,61.63,1.42,6.96,85.58,5.72,179.89,12.28,0,10.53,318.53,0.76,20.17,29.88,0,0,79.05,1.4,0,65.94,76.8,0,35.15,10.42,1.84,18.09,1.61,0
 96-106,0,15.67,0,45.79,129.36,6.05,266.02,38.78,2.74,12.14,83.3,115.16,0,11.66,17.42,83.28,6.83,16.57,163.32,1.84,209.04,23.29,9.17,18.22,442.28,7.23,56.67,28.19,0,5.35,109.13,2.06,0,68.78,83.18,0,14.94,2.72,8.35,19.82,4.72,8.61
108-118,0,9.42,0.5,46.71,25.56,38.05,246.54,38.74,7.71,7.2,95.16,98.35,0,7.39,15.88,63.61,12.28,14.04,106.51,10.01,228.93,11.4,6.47,24.59,288.98,0.55,52.09,33.9,0,3.03,105.44,0,0,50.97,50.62,0,13.55,9.7,0.86,18.28,1.1,5.39
120,0,4.86,0,62.3,25.04,5.81,218.75,47.91,4.96,5.14,61.25,64.84,0,3.96,39.1,31.06,31.27,7.43,75.44,8.03,210.53,2.79,11.56,41.31,303.07,3.99,12.13,41.82,0,7.89,64.9,0,1.12,43.7,11.42,0,0,1.27,1.52,0,4.47,0
