stage,endocrine.pancreas,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,periderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0
 36-46,0,0,0,0,63.02,0,0,0,0,0,0,0,0,0,0,2.95,0,0,0,0.88,0,0,0,0,0,0,1.56,0,0,0,0,0
 48-58,0,2.4,0,0,804.17,0,0,0,0.51,0,0,0,0,0,0,1.78,0,0,0,27.91,0.72,0,0,0,0,0,5.25,0,0,0,0,6.9
 60-70,0,0,0,0,3290.89,1,0,0,2.7,1.05,0,2.43,0,0,0,15.7,0,0,0,58.41,0,0,0,1.56,0,0,12.12,0,0,0,0,0
 72-82,0,0,4.71,0,2616.84,0,1.55,0.83,1.11,0,0,0,0,0,0.8,19.03,0,0,0,50.23,0,1.08,0,0.71,0,0,4.93,4.21,0,1.82,0,2.09
 84-94,0,1.14,0.94,0,3426.95,0,0,1.43,4.7,0,0,0,2.83,0,0,5.21,2.96,23.4,0,31.47,0,0,0,2.16,0,0,10.47,0,1.14,2.27,0,15.33
 96-106,0,5.97,0,4.04,1554.82,0,0,0,3.73,0,0,0,0,0,0,10.83,0,0,0,23.55,0,0,0.84,5.76,0,0,0,0,0,0,0.65,0
108-118,2.35,0.64,6.71,0,2056.04,0,0,0,2.54,0,3.91,0.41,0.49,0,0,43.4,0,0,0.7,47.47,0,0,1.24,2.01,0.7,0,0,0,0,2.54,0,0
120,0,9.58,0,0,1769.49,0,0,0,0,0,0,0,0,1.6,0,16.02,0,0,0,85.15,0,0,0,1.31,0,0,0,0,0,2.73,0,0
