stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,1609.17,31724.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392.13,0,0,0,0,0,0,0,0,0,0
  5-6,1910.51,18111.34,0,8.02,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,0,0,0,0,0,0,0,482.08,17.23,0,0,65.36,0,403.57,0,0,0,0,0,0,0,0,0,0
  7-9,67.91,74.85,0,26.65,0,0,0,518.94,0,0,0,0,0,37.38,0,0,0,0,0,0,0,0,0,0,0,2673.23,37.36,0,0,448.7,0,0,91.99,0,0,0,0,0,0,0,0,0
 10-12,4.89,54.05,0,14.16,0,0,0,315.88,0,0,0,0,0,131.21,0,0,0,0,0,0,0,0,0,0,0,2483.39,85.25,0,0,438.69,0,0,76.98,0,89.33,6.05,0,0,0,0,0,0
 14-21,0,0,1.62,6.37,53.78,11,0,54.56,0,0,0,21.44,7.37,12.5,0,0,2.02,0,0,0,0,24.32,0,0,12,786.86,7.22,6.55,7.88,4.77,0,6.62,15.61,20.02,6.1,45.77,309.15,0,0,1,0,0
 24-34,0,0,3.81,0.81,19.08,0,0,139.43,0,0.81,0.83,38.82,3.14,5.19,0,0,1.57,0,2.93,0.69,1.46,33.07,0.93,1.21,25,2484.4,2.8,22.76,3.53,0,0,10.45,1.06,0,1.57,4.38,539.05,0,0,17.41,0,4.5
 36-46,0,0,3.06,0,7.68,0,0,276.25,0,0,0,64.58,0,1.09,0,0,0,0,0.77,4.28,1.44,28.53,0,2.28,5.92,4396.3,0,28.61,19.01,0,0,12.06,1.46,0,0,0,910.72,0,0,4.84,0,1.61
 48-58,0,0,1.77,0,27.94,0,0,735.6,1.2,0.85,1.34,138.09,1.98,0,0.83,4.99,5.51,7.88,0.74,6.22,8.84,41.86,0.59,5.16,6.66,5993.06,0,28.14,3.76,0,0,2.41,0,0,0,0,846.86,0,0,19.45,0,2.93
 60-70,0,0,3.53,0,8.4,2.79,0,1198.82,0,1.49,3.11,127.7,2.95,0,0,1.03,0,14.28,1.2,1.35,7.36,60.58,0,0,9.58,5968.67,0.77,16.18,1.12,0,0,11.67,0,0,0,0,645.09,0,0,1.79,0,3.49
 72-82,0,0,8.08,0,15.47,1.67,0.52,1215.92,0,0.5,1.72,195.52,3.69,0,0,0,0,1.71,0,9.21,0,48.03,1.52,2.69,7.19,6430.63,0,24.85,15.43,0,0,3.8,0,0,2.25,0,434.97,0,0.5,8.15,2.29,21.02
 84-94,0,0,9.68,0,21.23,0.67,5.85,849.67,0,0.56,9.88,170.26,10.25,0,0,4.11,0,1.35,1.47,2.71,0,54.62,0,0.65,8.63,3596.79,3.07,15.58,30.94,0,0,3.05,0,0,0,0,300.97,0,0,11.01,1.7,1.11
 96-106,0,0,15.17,0,27.6,22.59,5.67,776.99,0,0,0.81,184.33,16.47,0,1.54,1.81,1.12,0.81,2.21,24.01,0,72.48,3.31,0,4.28,3398.16,0,18.7,17.15,0,0,8.44,0,0,0,0,140.36,0,4.04,8.36,0.96,0.8
108-118,0,0,12.78,1.06,27.69,3.46,20.47,822.27,0,0,9.93,138.7,22.72,0,0,0.44,0.87,7.17,0.63,15.27,0,74.78,0,1.95,6.66,3519,0,29.93,13.02,0,2.11,7.71,0,0,1.69,0,90.62,0.89,0,5.38,1.7,2.33
120,0,0,2.94,0,42.12,1.11,2.56,763.03,0,14.64,6.71,199.79,11.12,0,0,3.41,4.13,8.25,3.58,14.94,0,84.98,1.49,0,24.98,5087.22,2.01,8.89,15.34,0,0,9.3,0,0,0,0,123.79,0,0,23.84,3.95,0
