stage,erythrocytes,gut,mesenchyme,muscle,neural,olfactory,paraxial.mesoderm,vasculature
  7-9,0,0,0,0,0,0,4.07,0
 10-12,0,0,0,0,13.81,0,5.26,0
 14-21,0,0,0,0,1.07,0,0,1.24
 36-46,0,0,0,0,0,21.28,0,0
 48-58,0,0,0,0,0,2.77,0,0
 72-82,0,0,0,1.51,2.02,91.3,0,0
 84-94,0,0,0,0,0,41.91,0,0
 96-106,0,0.69,13.94,0,0,17.7,0,0
108-118,2.1,0,0,0,0,65.78,0,0
120,0,0,0,0,0,8.9,0,0
