stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,7.99,35.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,12.53,4.99,0,3.75,0,0,0,82.82,0,0,0,0,0,9.59,0,0,0,0,0,0,0,0,0,0,0,374.1,5.9,0,0,60.52,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,36.65,0,21.81,0,0,0,157.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176.6,16.33,0,0,274.42,0,0,10.65,0,36.27,0,8.6,0,0,0,0,0
 14-21,0,0,1.24,1.66,33.85,7.73,0,169.43,0,0,0,18.44,2.41,0,1.92,0,0,0,0,0,0,10.38,0,0,5.19,1120.67,6.69,2.65,5.46,6.76,0,3.67,0,13.12,2.17,8,331.5,0,0,9.3,0,0
 24-34,0.88,0,1.76,1.78,12.68,10.23,0,332.61,0,0,0,34.84,0.84,0,1.95,0,0,0,0,9.18,4.35,11.4,0,0,2.08,1700.84,0.76,21.47,6.27,0,0,6.6,0,0,0,2.96,353.65,0,0,58.43,0,0
 36-46,0,0,0,0,7.21,0,0,831.77,0,2.79,0,65.72,0.56,0,0,0,0,0,0,10.6,15.55,9.19,0,0,3.76,2459.19,0,13.09,1.55,0,0,12.81,0,0,0.63,0,488.67,0,0,29.55,0,0
 48-58,0,0,0,0,22.65,0,0,1730.57,0.85,0.42,0,149.76,0,0,0.58,0,0,33.02,0.58,9.86,9.64,16.99,2.73,1.25,11.02,3158.77,0.45,9.75,6.49,0,0.56,5.81,0.65,0,0,0,455.99,0,0.42,16.62,0,11.13
 60-70,0,0,0,0,6.01,0,0,3854.38,1.28,0,0.66,231.78,1.75,0,0,0,0,3.02,0,1.06,6.35,27.88,0,0,2.67,4220.31,0,10.07,0,0,0,14.85,0,0,0,0,410.76,0.81,1.27,16.85,0,3.58
 72-82,0,0,1.82,0,29.38,4.56,0,3083.12,0.55,0,9.58,448.8,3.29,0,1.76,2.47,0,6.08,2.5,0,9.43,76.35,0,0.54,3.03,3654.99,0,7.3,2.54,0,0,4.47,0,0,0,0,369.26,2.31,1.51,38.46,9.03,21.63
 84-94,0,0,0,0,24.24,0,3.67,2093.18,0,3.16,1.21,304.09,0,0,1.63,0.83,0.82,3.03,3.32,2.75,3.42,47.38,1.71,6.21,8.48,2729,0,5.89,7.53,0,0,18.18,0,0,1.1,0,232.11,3.4,0.64,26.6,0,0
 96-106,0,0,3.95,0,27.16,7.42,1.05,1779.19,1,5.23,0,313.94,2.73,0,0,4.18,0,5.59,1.75,10.2,0.67,43.18,1.85,1.33,0.72,2196.32,0,7.63,18.48,0,1.11,18.98,0,0,1.69,0,140.94,7.11,5.35,21.66,0,6.23
108-118,0,0,6.85,0.59,28.17,4.66,8.13,1515.33,1.89,0.71,2.11,243.22,2.31,0,0,1.42,1.71,5.15,0,7.65,7.54,45.66,0,5.28,4.48,2821.73,0.92,4.99,12.02,0,0,6.44,0,0,0.84,0,127.07,8.49,0,25.75,0.44,17.09
120,0,0,0,0,24.18,21.36,0,1268.24,0,0,0,355.43,1.38,0,0,9.15,2.26,1.11,1.69,10.27,1.33,50.06,1.72,0,3.67,3738.11,0,5.62,0,0,0,4.17,0,0,0,0,141.92,0,0,31.31,0,0
