stage,blastomeres,eye,fast.muscle,mesenchyme,muscle,neural,paraxial.mesoderm,periderm,spinal.cord
  5-6,57.52,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,18.16,5.32,0,0
 10-12,0,0,0,0,0,18.81,0,0,0
 14-21,0,0,0,0,0,1.04,0,0,1.7
 24-34,0,0.61,0,0,0,3.71,0,0.62,0
 36-46,0,1.04,0,1.21,0,9.83,0,0,1.17
 48-58,0,0.58,0,0,0,6.45,0,0,1.59
 60-70,0,0,0,0,0,13.18,0,0,0
 72-82,0,4.54,0,0.54,0,8.16,0,0,0
 84-94,0,0,0,0,0.56,0,0,0,0
108-118,0,1.17,0,0,0,0,0,0,0
120,0,0,19.31,2.88,0,0,0,0,0
