stage,blastomeres,gut,hatching_gland,liver,mesenchyme,neural,paraxial_mesoderm,vascular_smooth_muscle
  5-6,11.72,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,4.74,0
 10-12,0,0,5.59,0,0,18.99,0,0
 60-70,0,0,0,2.44,0,2.61,0,0
 72-82,0,0,0,0,0.66,0,0,0
 84-94,0,0,0,9.21,0,0.98,0,0
 96-106,0,0,0,3.89,2.6,0.62,0,1.16
108-118,0,0,0,7.32,0,4.16,0,0
120,0,1.34,0,16.39,2.8,0,0,0
