stage,epidermis,erythrocytes,eye,glial,mesenchyme,muscle,neural,otic,spinal.cord
 14-21,0,2.02,0,0.87,0,0,3.14,0,6.27
 24-34,0,0,3.16,0,4.43,0,7.46,0,4.06
 36-46,0,0,1.39,1.23,0,1.47,6.11,0,2.68
 48-58,0,0,0.99,0,0.42,0,0.8,0,0
 60-70,0,0,1.92,1.73,0.91,0,8.84,0,0
 72-82,0,0,0.84,0,0,0,0,0,0
 84-94,0,0,0.76,0,0,0,0,0.55,0
 96-106,0,0,0,0,0,0,1.85,0,0
108-118,0.72,0,0,1.3,1.88,0,0.98,0,0
120,0,0,1.73,0,0,0,0,0,0
