stage,axial,eye,glial,gut,mesenchyme,neural,spinal.cord
  5-6,6.87,0,0,0,0,0,0
 14-21,0,0,0,0,0,0.84,0.85
 24-34,0,0,0.65,0,0,1.35,0
 36-46,0,1.14,0,0,0,0,0
 48-58,0,0,0,0,0.39,1.75,0
 60-70,0,0,0,0,0.91,0,0
 72-82,0,0.87,0,0,0,0.89,0
108-118,0,0,0,0.54,0,0,0
