stage,blastomeres,endocrine.pancreas,epidermis,eye,liver,neural,paraxial.mesoderm,periderm,pronephros,spinal.cord
  3-4,20.4,0,0,0,0,0,0,0,0,0
  5-6,133.2,0,0,0,0,20.87,0,0,0,0
  7-9,0,0,0,3.7,0,45.7,5.82,0,0,0
 10-12,0,0,0,0,0,0,0,0,3.54,0
 24-34,0,0,0,0,0,0,0,0.77,0,0
 36-46,0,0,0,0,0,0,0,0.56,0,0.84
 60-70,0,0,0,0,0,0,0,2.5,0,0
 72-82,0,0.62,0,0,0,1.82,0,0,0,0
 84-94,0,0,1.27,0,0.88,0,0,0,0,0
120,0,0,0,0,0,2.87,0,0,0,0
