stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,39.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.88,0,0,0,0,0,6.16,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.92,0,0,0,3.92,0,0,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,4.52,0,0,0,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.88,9.79,0,0,7.73,0,0,3.78,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,4.86,50.02,1.95,0,1.01,0,0,0,1.16,0,0,1.15,0,6.13,0,0,2.72,0,5.88,0,0,6,28.92,0,0,0.81,0.9,0,0,0,4.68,5.46,2.59,4.08,11.55,0,0,5.7,0,4
 24-34,0,0,0.76,48.01,0.6,0,13.21,0,5.73,1.63,1,1.56,0,10.59,8.94,19.89,0,2.22,0.68,13.59,53.83,0.61,0,26.97,81.84,2.02,0,5.7,0,0,18.34,0.86,0.85,6.7,3.77,13.39,27.34,0,0,34.67,0,55.3
 36-46,0,0,0,15.72,0.6,0,22.48,4.94,25.42,4.92,17.06,0.58,0,4.01,30.25,14.47,2.15,2.95,0,43.54,78.18,1.93,4.16,16.22,97.97,0.58,0,1.45,0,0,9.24,0,0,2.29,0,0,18.62,0,0.62,21.26,0,167.29
 48-58,0,0,0,34.05,0,0,20.69,1.56,33.75,11,22.52,1.54,0.98,0.99,37.96,3.36,0,2.75,0,42.38,94.87,0.97,0.42,16.36,52.79,1.06,0,0.59,0,0,16.74,0,0,3.46,2.06,0,21.14,0,0,18.81,0,211.05
 60-70,0,0,0,49.88,0.57,0,36.24,0,49.73,9.15,36.3,3.68,0,0.76,69.19,17.44,2.39,2.7,0,30.3,148.82,0.85,1.6,14.33,33.36,0,1.27,5.22,0,13.31,10.39,0,0,0,5.62,0,29.82,2.18,8.17,40.83,1.59,231.55
 72-82,0,0,0,26.91,4.07,1.16,31.12,0.59,23.95,16.62,82.92,1.23,0,5.68,47.57,20.4,6.59,4.6,0,13.57,324.15,0,16.18,16.69,54.94,0.55,1.74,18.78,0,9.33,12.9,0,0,1.04,0,0,7.77,0,3.9,35.68,19.19,207.62
 84-94,0,0,0,73.66,0,0,44.8,0,48.97,10.39,101.63,5.24,0,2.13,70.85,20.95,26.81,10.73,0,29.26,211.79,1.56,26.05,17.24,14.75,0,9.69,18.4,0,0,32.53,0,0,3.19,3.18,0,12.37,0.56,7.76,24.97,10.29,211.57
 96-106,0,0,0,89.97,0,0,40.92,1.95,39.45,28.95,110.21,5.75,0,7.63,54.5,42.07,21.4,9.25,15.53,6.82,265.34,2.82,8.86,21.74,46.52,2.96,1.17,32.22,0,0.87,23.36,0,0,1.17,0,0,12.17,0,5.96,47.81,13.54,283.05
108-118,3.02,0,0.74,112.67,0,0.49,30.4,2.27,60.94,14.49,122.78,7.42,0,4.9,65.61,40.96,45.65,4.51,3.84,28.46,399.97,2.79,15.32,14.41,72.88,3.08,3.64,15.09,0,23.53,14.49,0,0,3.47,1.1,0,6.03,0,10.36,40.99,13.31,285.59
120,0,0,0,140.1,0,2.74,63.6,3.25,48.19,10.08,88.19,7.33,0,3.15,74.47,30.8,37.5,1.77,2.6,7.04,283.1,12.8,24.09,29.62,37.4,0,0,24.83,0,0,21.33,0,0,3.65,0,0,0,1.81,5.65,9.32,42.22,67.21
