stage,epidermis,fin_epithelia,glial,gut,hatching_gland,ionocyte,lateral_line,liver,mucous,neural,olfactory,otic,periderm,somites
 14-21,1.07,0,0,0,0,0,0,0,0,0,0,0,2.61,1.48
 36-46,0,0,0,0,0,0,0,0,0,2.82,0,0,1.14,0
 48-58,0,0,0,0,0.49,0,0,0,0,1.89,0,0,0.37,0
 60-70,0,0,0,0,0,0,0,0,0.62,0,0,3.63,0,0
 72-82,0,0,0,0,0,0,0,3.49,0,0,0,0,4.16,0
 84-94,0.67,1.79,0,0,0,0,0,0,0,5.28,0,0,3.5,0
 96-106,2.49,0,0,0,0,0,0.75,0,0,1.86,1.6,0,12.18,0
108-118,0.79,0,1.39,0.52,0,1.1,0,0,0,0.67,1.21,0,6.13,0
120,4,0,0,1.21,0,0,0,0,0,0,0,0,3.18,0
