stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,13.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.8,0,0,0,15.95,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,21.09,5.07,11.28,1.02,0,20.81,0,0,0,46.18,0,0.98,0.81,0,0,1.48,0,0,0,10.25,0,0,4.45,5968.07,1,5.57,0,0,7.58,0,3.25,0.92,0,2.77,1005.77,0,0,0,0,0
 24-34,0,0,19.25,1.9,26.72,2.34,0,88.83,0,3.17,1.89,114.49,0,2.14,0,0,0.59,9.21,0.79,1.45,0,28.65,0,0.69,26.85,14524.3,3.91,65.85,2.2,0,20.69,0,0,2.04,0.78,2.95,2816.99,0,0,21.4,0,0.86
 36-46,0,0,13.51,0.96,9.12,0,0,72.25,0,0,0.57,140.49,0,0,1.33,0,0,0,0,0,4.72,19.35,0.61,0,9.86,9792.26,5.56,90.21,0.99,0,4.22,0,0,1.06,0,0,2255.38,0,0,0,0,0
 48-58,0,1.29,6.76,0,16.18,0,0,148.1,1.18,4.01,0,168.87,0,0,0.6,0,0,0,0.96,0,0,24.44,0,0.46,6.04,4949.53,4.09,55.95,0.7,0,15.63,0,0,0,0.41,0,1182.86,0,0,3.5,0,11.58
 60-70,0,0,2.66,0,13.48,0,0,282.36,0.9,0,0,122.82,3.69,0,0,0,0,0,1.16,0,2.79,11.19,0,2.56,8.98,3747.12,2.19,48.31,3.8,0,5.58,0,0,0,0,0,298.94,0.81,1.79,1.67,0,10.29
 72-82,0,0,37.03,0,21.42,9.66,1.99,471.05,0,0,5.7,152.8,18.78,0,0.58,5.65,0,0.57,0.79,0,0,29.87,0.78,2.84,1.6,4783.11,0,96.87,3.6,0,8.76,1.65,0,0,1.5,0,319.38,14.66,0,2.17,2.93,4.36
 84-94,0,0,33.68,0,28.22,0,7.61,398.07,0,4.74,0,120.99,46.46,0,0,0,1.52,5.25,1.82,1.67,0,27.48,0,6.1,2.34,3829.67,0,72.38,36.5,0,27.14,0,0,0,0,0,223.27,7.09,1.86,1.22,0,0
 96-106,0,0,47.97,0,40.23,15.16,31.75,441.01,0,0,0.64,179.69,56.04,0,0,9.95,0,0,0.71,26.64,0,38.16,3.31,1.09,10.18,3816.56,0,137.39,12.21,0,14.27,5.46,0,0.69,0,0,151.64,26.39,1.96,4.75,0,7.86
108-118,0,0,29.92,0,21.94,6.96,121.62,436.96,0,2.92,0.75,189.55,14.24,0,0,1.02,0.81,6.16,3.61,6.08,0,29.41,0,1.47,2.4,4712.93,1.16,91.97,6.79,0,8.28,0,0,1.88,0,0,131.48,13.96,0,0.84,1.56,5.96
120,2.37,0,41.53,0,61.27,16.45,26.85,455.57,0,1.33,4.89,184.22,19.47,0,0,0,0,0,0,0,0,76.55,2.91,0,3.33,6275.82,0,101.44,5.15,0,1.06,0,0,0,0,0,185.83,9.33,0,14.45,0,0
