stage,erythrocytes,immune,mesenchyme,neural,xanthophores
 14-21,0,1.15,0,0,0
 24-34,0,4.64,0,0,0
 36-46,0,13.93,0,2.97,0
 48-58,0,9.5,0,0,3.5
 60-70,0,18.21,0,0,0
 72-82,0.59,7.03,0,0,0
 84-94,0,11.76,0,3.1,0
 96-106,0,11.52,1.4,0,0
108-118,0,14.1,0.76,0,0
120,0,15.25,0,0,0
