stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  5-6,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,30.57,0,43.91,0,0,0,23.27,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,892.26,0,0,0,349.04,0,4.34,0,0,0,0,0,0,0,0,0,0
 10-12,26.23,0,228.09,0,0,0,37.71,0,0,0,0,0,18.34,0,0,0,0,0,0,0,0,0,0,0,1789.49,24.34,0,0,125.25,0,0,4.43,6.67,0,5.78,0,0,0,0,0,0
 14-21,0,0,30.15,146.07,2.04,0,33,0,9.41,0,11.75,0,0,4.35,0,0,0,0,0,9.22,17.14,0,0,21.5,390,0,1.74,0.88,4.19,0,0,1.93,2.15,1.14,9.16,84.85,0,0,0,0,0
 24-34,0,0,4.13,140.68,0,0,111.79,0,26.18,9.19,9.22,0,0,0,0,0.6,1.45,1.76,0.76,15.65,233.72,0.69,0,148.99,1438.67,0,1.53,1.59,0,0,2.27,0,2.04,0.69,0.62,198.76,0,0,47.9,0,7.47
 36-46,0,0,0,67.08,0,0,137.56,0.68,7.84,24.98,46.84,0,0,1.25,0,0,0,8.04,0,0,406.15,0,0,159,1445.23,0,5.53,19.22,0,3.82,2.58,0.86,6.01,0,0,100.25,0,2.73,21.87,0,4.79
 48-58,0,0,0,39.65,0.42,0,187.26,3.81,19.24,51.31,108.87,0,0,0.59,0.37,0,0,17.8,1.48,0,496.7,0,2.18,103.35,1631.85,1.49,2.41,7.36,0,0,4.19,0,0.74,0,0,94.12,0,0,19.36,0,16.52
 60-70,0,0,0,24.11,0,0,564.88,8.73,0.69,86.7,223.84,0,0,0,0,0.62,0,18.87,1.2,0,649.56,1.83,5.13,66.39,1714.81,2.23,6.09,9.75,0,2.01,2.92,0,1.17,0.65,0,77.26,0,0,27.53,0.89,0
 72-82,0,0.6,0,24.85,3.91,0,1008.04,5.23,16.76,101.88,182.45,0.85,0,0,0,0,6.38,19.49,1.65,0,711.86,0,14.66,58.92,1696.17,0,12.62,20.99,0,2.45,6.43,0,1.79,0.49,0,41.57,4.74,12.16,24.67,1.55,0.82
 84-94,0,0,0,28.16,0,0,666.37,11.16,4.02,45.79,146.82,7.69,0,0.7,1.53,0.66,1.17,18.2,0,1.55,619.6,0.57,9.11,79.46,1047.55,0,12.01,34.95,0,0.79,0,0,3.05,1.72,0,50.1,0,3.05,17.74,10.61,0
 96-106,0,1.51,0,31.72,3.46,1.05,770.57,5.68,3.23,37.12,150.73,7.02,0,4.13,0.69,0.71,2.7,28.2,0.7,0,590.66,1.42,4.76,47.36,985.49,0,0.82,40.83,0,12.07,19.53,0,4.32,11.39,0,14.7,4.63,3.26,19.38,4.85,7.75
108-118,0,0,0.49,42.11,1.47,0,516.57,18.6,5.45,31.7,176.01,1.48,0,0,1.12,3.27,0,26.64,7.51,0,609.12,0,14.98,52.61,1119.8,0.46,2.46,27.12,0,4.15,1.72,0,5.52,2.83,0,9.17,1.33,1.58,15.16,0.65,0
120,0,0,0,44.01,1.93,0,412.19,37.12,5.1,39.83,162.06,0,0,0,0,0,0,2.05,0,0,585.09,0,9.23,23.31,1270.96,4.99,0,38.15,0,0,4.04,0,0,1.22,0,12.66,3.62,7.95,4.29,0,0
