stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,39.17,385.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,113.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.57,0,0,0,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,17.06,0,45.95,0,0,0,47.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,400.73,0,0,0,29.07,0,0,0,12.23,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.28,30.22,253.38,0,50.12,0,0,0,0,0,8.24,0,1.72,0,0,0,3.02,27.04,0,0,10.47,174.53,22.32,3.92,0,0,0,0.81,1.23,3.85,9.19,1.83,20.49,30.54,0,0,47.58,0,3.62
 24-34,0,0,4.89,2.23,4.76,91.99,0,34.89,0,0,0,0,0,7.61,6.76,6.86,0,0,0,11.28,23.44,2.79,0,5.79,196.44,16.35,23.21,8.52,0,0,2.28,0,0,32.79,1.51,17.28,33.21,0,0,236.84,0,26.58
 36-46,0,0,0.98,0,1.98,9.54,0,78.59,0,0,0,5.5,0,4.51,1.91,1.7,7.84,0.65,0,9.06,23.56,1.01,0,3.04,282.69,6.11,20.74,7.19,0,0,1.17,0.65,0,15.63,0,0,52.4,0,0,122.06,0,51.98
 48-58,0,0,0.55,0.53,7.79,10.96,0,402.44,0,0,0.4,22.28,0,1.97,0.41,5.29,6.3,0,0,16.08,33.75,0.53,7.39,2.96,283.43,0.79,11.5,2.13,0,0.85,1.3,0,0,11.51,0,0,39.66,0,0,47.88,0,29.57
 60-70,0,0,1.26,0,6.5,17.82,0,1717.08,1.58,2.21,1.33,30.19,2.33,15.94,2.36,3.95,3.6,0,0,0,49.73,0,1.36,2.48,419.67,0,16.75,19.01,0,1.75,2.81,0,0,3.53,0.67,0,44.51,0.77,0,36.41,0,12.4
 72-82,0,0,4,0,12.47,48.57,0,1891.88,2.46,0,6.88,66.24,3.18,8.49,8.62,6.17,0,0,8.71,2.19,87.23,4.42,3.85,2.28,514.41,0,21.23,12.19,0,0,1.6,0,0,12.94,2.68,0,70.54,6.8,1.9,45.33,1.28,5.59
 84-94,0,0,7.43,0,20.84,82.9,0,1691.81,5.45,2.95,4.71,52.97,14.79,1.78,21.59,9.29,6.95,0,5.05,1.43,94.44,0.69,1.03,8.71,448.01,1.29,9.8,6.02,0,0,4.71,0,0,10.28,0,0,26.77,0,3.33,56.17,2.75,25.02
 96-106,0,0,6.49,0,15.45,99.98,0,1706.33,1.9,6.21,0,53.99,12.41,3.96,17.36,4.22,2.27,0,4.97,4.48,97.74,6.31,5.05,4.33,410.77,0.82,21.61,6.47,0,3.64,8.44,0,0,6.48,0,0,6.99,2.04,2.7,58.93,8.92,2.61
108-118,0,0,2.46,0,31.9,82.07,3.91,1470.58,5.73,1.96,0.48,76.28,11.73,0.43,45.52,8.01,8.38,0.64,2.88,0.58,79.9,3.48,9.93,0.53,474.46,0,7.28,15.17,0,5.41,4.1,0,0,9.35,3.24,0,18.99,1.2,5.16,83.59,18.37,12.77
120,0,0,11,0,39.58,58.86,0,1019.33,2.85,3.75,0,142.98,18.96,10.25,77.58,15.82,6.44,3.18,9.03,5.44,79.08,0,5.31,3.1,741.17,2.39,6.6,18.4,0,0,29.07,0,0,7.58,2.35,0,44.11,0,4.12,70.11,42.07,2.85
