stage,epidermis,eye,fin.epithelia,heart,immune,liver,mesenchyme,mural.cell,neural,pericytes
 14-21,0,0,0,0.92,0,0,2.04,0,0,0
 24-34,0.95,0,0,7.11,0,0,0.73,0.89,11.61,0
 36-46,1.9,0,0,6.99,0,0,0,2.38,1.01,0
 48-58,0,0,0,1.98,0,0,0,0,8.06,0
 60-70,0,0,0,3.43,0,0,0.58,0,3.85,0
 72-82,0,1.52,0,2.88,0,0,0,0,0,1.1
 84-94,0,0,0,10.51,0,0,0,0,0,1.75
 96-106,0,8.71,0,3.85,0.64,0,0,0,1.29,1.32
108-118,1.09,0,0.69,2.07,0.8,0,0,0,0,0
120,0,0,0,1.85,1.75,1.05,0,0,0,0
