stage,neural,spinal_cord
 24-34,1.89,0
 36-46,3.23,0.61
 48-58,3.51,0
 60-70,2.12,3.41
 72-82,9.99,0
 96-106,15.84,0
108-118,10.62,0
120,2.82,0
