stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,44.15,817.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.53,0,0,0,0,0,0,0,0,0,0
  5-6,23.16,744.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71,0,0,0,0,0,76.81,0,0,0,0,0,0,0,0,0,0
  7-9,18.55,10.17,0,19.15,0,0,0,33.59,0,0,0,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,252.13,7,0,0,94.66,0,0,4.3,0,0,0,0,0,0,0,0,0
 10-12,0,11.36,0,22.92,0,0,0,63.67,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,311.92,50.32,0,0,81.93,0,0,0,0,4.94,0,0,0,0,0,0,0
 14-21,0,0,0,1.86,78,6.81,0,4.2,0,0,0,2.84,1.16,0.85,2.36,0,0.89,0,0,0,0,18.57,0,0,11.25,60.67,3.64,1.54,1.21,6.32,0,17.36,0,8.72,0.9,6.65,27.52,0,0,0,0,0
 24-34,0,0,0,0.62,26.77,0.66,0,17.48,0,6.19,0,0,0,2.14,0.86,1.85,0.73,0.66,2.46,2.89,0.78,33.56,4.11,0.81,9.78,200.78,4.11,2.05,2.25,0,0,16.8,0,0,1.75,1.33,68.68,0,0,18.15,0,0.71
 36-46,0,0,0,0,9.9,4.5,0,33.02,0,15.3,1.51,8.49,0,0,0,4.65,28.81,0,0.65,0,0,30.18,0,2.7,27.34,206.04,1.72,9.18,1.36,0,0,36.4,0,0,2,0,80.66,0,0,9.95,0,5.03
 48-58,0,0,0,1.75,21.02,0,0,78.97,0,12.17,0.4,17.52,0,0,1.23,6.53,0.39,7.61,0.42,0,6.71,55.38,2.02,11.91,8.69,190.7,1.07,1.19,5.27,0,0,24.59,0,0,0,0,57.89,0,0.51,12.56,0,5.63
 60-70,0,0,0,0,20.23,0,0,121.83,0,7.24,0,28.13,2.37,0,7.84,11.16,0,1.9,0.59,1.92,4.21,77.68,0,4.57,7.91,180.44,6.2,2.5,6.03,0,0,13.5,0,0,0.62,0,38.8,0.99,6.82,7.49,1.8,12.22
 72-82,0,0,0.61,0,6.84,1.54,0,118.09,0,3.99,0.78,33.2,1.76,0,0,1.11,1.23,1.71,0.91,1.61,0,47,0,15.83,2.98,135.79,0,6.13,4.99,0,2.23,8.1,0,0,0.58,0,13.2,2.86,5.68,16.87,17.84,0
 84-94,0,0,0,0,15.68,1.3,0,46.9,0,2.19,1.39,25.23,7.67,0,0,3.98,2.91,2.14,2.85,1.43,1.86,80.98,0,12.88,8.54,71.78,0,2.78,10.45,0,0,17.05,0,0,4.15,0,4.7,1.99,5.53,9.53,15.31,0
 96-106,0,0,0.63,0,3.52,5.23,0,61.42,0,4.85,0.85,22.58,3.89,0,0,2.24,0,0.57,1.11,1.75,0,32.6,1.24,4.09,2.53,62.85,0,4.92,5.92,0,0,6.62,0,0,1.41,0,5.71,1.02,4.68,10.13,15.17,5.74
108-118,0,0,1.53,0,8.88,0.75,3.4,45.84,0.49,2.39,0.59,7.76,2.35,0,0.56,6.32,1.19,1.59,4.44,0.56,4.99,33.23,0.59,0.83,5.78,101.22,0,1.83,2.91,0,4.36,8.53,0,0,0.43,0,0,3.08,4.54,2.92,8.79,1.43
120,0,0,0,0,12.78,3.86,0,24.09,0,20.6,2.12,40.56,2.99,0,0,2.57,0,15.99,5.32,0,0,46.7,0,26.34,0,158.7,4.5,8.85,1.61,0,0,10.1,0,0,0,0,0,0,2.09,13.12,23.98,0
