stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,10.82,0,14.56,37.09,607.79,0,55.07,0,2.19,0,1,105.01,0,1.82,0,0.94,3.59,0,16.13,0,1756.98,0,0,1217.14,267.83,10.21,0,0,167.09,0,1.83,0.91,2572.81,157.69,1.08,1451.91,223.68,0,0,12.11,0,0
 24-34,0,0,0,10.32,58.54,0,170.91,3.35,3.84,265,1.51,29.05,2.3,30.49,0,0,6.31,0,29.04,2.4,1582.39,9.25,2.43,774.41,189.38,5.43,0,0,0,0,3.25,0,17.33,3.61,9.28,1620.89,56.82,0,0,71.18,0,0
 36-46,0,0,0,10.67,0,0,137.02,3.94,63.45,1043.5,15.45,2.6,0,8.53,3.1,0,41.72,0,0,0,1135.62,0,2.63,457.14,103.77,0,0.6,0,0,0,0,0,2.07,1.06,5.71,3.94,28.23,0,0,1.31,0,2.08
 48-58,0,0,0,11.63,0,0,178.1,0,94.11,2369.11,39.24,0.49,0,1.96,0,0,38.41,0,0,5.91,829.29,0,0.46,205.73,159.26,0.41,0.69,0,0,0,11.63,0,0,0,9.32,0,26.31,0,1.08,5.72,1.44,2.64
 60-70,0,0.76,0,7.63,0,0,208.07,1.43,144.13,3959.88,63.47,0,0,0.92,0,0.8,96.26,0,0.74,0,679.35,0,6.14,63.24,147.49,1.95,0,0,0,0.84,3.22,0,0,0,0,0,17.05,0,6.84,1.98,2.65,0
 72-82,0,0,0,12.93,0.65,0,236.39,1.29,84.32,4789.44,85.25,11.64,0,0,0,1.8,54.1,0,0,0,510.83,0,14.35,92.43,177.3,0.91,0,0.8,0,1.76,5.3,0,0,0,0,0,5.99,0,15.83,3.32,21.71,3.53
 84-94,0,0.74,0,27.98,0,0,273.13,0,99.96,3206.48,83.12,0,0,0.8,1,5.12,56.3,5.08,0,0,608.2,0,16.1,58.1,56.2,1.48,0,1.18,0,6.58,7.09,0,0,0,0,0,10.38,1.01,24.65,0.6,15.04,11.3
 96-106,0,1.1,2.15,59.8,1.12,0,262.97,0,164.05,2488.48,83.84,0.74,0,0,4.52,4.5,19.53,1.26,0.68,1.9,385.43,0,2.12,13,149.05,1.05,0.66,0.73,0,10.09,12.01,0,0,0,0,0,5.3,0,17.49,10.85,45.88,1.67
108-118,0,1.19,0,24.43,0,0.59,215.36,2.1,70.91,2215.6,79.3,0.59,0,0,2.86,0.92,41.66,0.72,3.57,15.15,441.52,1.64,0,62.04,140.39,0,3.63,0,0,7.45,1.17,0,0,0.87,0,0,3.19,0,21.73,0.51,14.85,25.58
120,0,0,0,22.93,0,0,126.48,0,50.72,1771.87,223.95,0,0,0,3.26,4.42,22.53,2.07,10.78,6.67,412.66,0,0,21.47,219.07,2.28,0,2.84,0,0,1.25,0,0,0,0,0,6.78,0,6.85,11.22,10.14,0
