stage,epidermis,eye,glial,iridophores,mesenchyme,neural,paraxial.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,3.53,4.56,0,0
 10-12,0,0,0,0,0,5.26,0,0,0
 14-21,0,0,0,0,1.28,1,0,1.03,0
 24-34,0,1.44,0,0,0.79,1.33,0,1.02,0
 36-46,2.21,0,0,0,0,1.29,0,0,0
 48-58,0,1.45,0.98,0,0,3.01,0,0.83,0.5
 60-70,0,0,0,0,1.66,5.21,0,0,0
 72-82,0,0.6,0,0,0,10.11,0,0,0
 84-94,0.73,1.88,0,0,0,3.54,0,0,0
 96-106,0,0,0,0,0,2.17,0,0,0
108-118,0.58,0,0,0.43,0,4.56,0,0,0
120,0,1.56,0,0,0,0,0,9.91,0
