stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,224.24,2845.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,756.68,7155.01,0,10.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.99,108.24,0,0,133.38,49.6,0,0,0,0,0,0,0,0,0,0,0
  7-9,97.74,400.38,0,238.92,0,0,0,1408.9,0,0,0,0,0,17.81,0,0,0,0,0,0,0,0,0,0,0,14215.33,613.96,0,0,3964.03,56.6,28.64,0,0,0,0,0,0,0,0,0,0
 10-12,0,177.38,0,61.85,0,5.46,0,535.71,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,7937.27,87,0,0,1712.58,3.81,0,6.12,17.24,0,10.24,24.85,0,0,0,0,0
 14-21,0,0,0,3.09,205.32,1.68,0,17.8,0,0,0,393.75,1.08,0,0,0,1.16,0,0,0,0,9.56,0,0,10.47,6686.65,27.52,0.86,3.61,140.71,11.28,0,88.16,0.92,1.07,66.72,3441.33,0,0,0,0,0
 24-34,0,0,1.29,0,68.49,0,0,30.12,0,1.03,0,223.03,0,0,0,1.7,0,0,0,1.41,0,11.48,2.29,0,9.1,5744.13,1.72,2.84,0.82,0,10.06,0,0,0,1.16,0.71,1889.26,0,0,13.94,0,0
 36-46,0,0,0,0,42.22,0,0,18.11,0,0,0,176.87,0,0,0,0,0,0,0,0,0,4.09,0,0,0,2511.63,0.58,1.12,0,0,11.02,0,0,0,0,0,1033.16,0,0,1.13,0,3.48
 48-58,0,0,0,0,41.51,0,0,58.49,2.3,4.65,0,349.61,0,0,0,0,0,0,0,0,0,11.5,0.37,0,0.8,2369.11,0,0,0,0,12.25,0,0,0,1.07,0,463.58,0,0,0,0,5.52
 60-70,0,0,0,0,26.5,0,0,61.34,0,0.69,0,322.11,0,0,0,1.2,0,0,0,0,0,1.17,0,10.73,0,2560.79,0,0,0,0,2.76,0,0,0,0,0,293.92,0,0.83,0,0,0
 72-82,0,0,0,0,32.31,1.53,0,214.26,8.22,0.74,0,654.61,0,0,0,5.14,0,1.9,0,0,0,58.02,0,0,0,2414.38,0,0,0,0,7.44,0,0,0,0,0,637.45,0,0,4.32,0,10.46
 84-94,0,0,0,0,49.81,0.61,0,172.01,0,1.2,0,520.32,0,2.11,0,0,0,11.08,1.79,0,1.31,17.65,1.35,2.1,2.96,1724.2,0,0,1.38,0,23.56,0,0,0,0,0,431.08,0,0,2.74,0,10.03
 96-106,0,0,0,0,61.09,22.12,0,77.18,0,4.11,0,632.43,0,0,0.78,2.15,0.89,2.25,0,57.31,0,17.92,0,1.85,6.25,1255.68,0,0,0,0,11.89,0,0,0,0,0,228.86,1.68,0,0,0.91,0
108-118,0,0,0,0,34.54,4.93,1.13,46.67,0,7.09,3.46,644.47,4.86,0,0,0.86,0,0,0,0,0,29.33,0,1.04,0.49,2074.6,0,0.75,2.16,0,5.01,0,0,0,0,0,152.61,0,0,6.61,1.31,0
120,0,0,0,0,45.97,0,0,86.26,0,10.76,0,658.9,0,0,0,1.01,0,0,0,7.84,0,25.47,1.46,0,0,1779.75,1.87,0,0,0,9.61,0,0,3.15,0,0,63.32,0,0,0,0,0
