stage,erythrocytes,eye,fin.mesenchyme,glial,gut,mesenchyme,muscle,neural,pronephros,spinal.cord
 14-21,0,0,0,0,0,0,0,0.85,0,0
 24-34,0,0.96,0,0,0,0,0,1.12,0,0
 36-46,0,0.92,0,0,0,0.78,0,5,0,0
 48-58,0,0,0,0,0,0.51,0,3.02,0,2.29
 60-70,0.72,0,1.88,0,0,0,0,0,0,0
 72-82,0,0,0,0.81,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,1.57,0,0,0
108-118,0,0,0,3.44,1.41,1.46,0,0,1.36,0
