stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,154.99,3994.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269.52,0,0,0,0,0,0,0,0,0,0
  5-6,156.56,2481.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.57,9.37,0,0,9.77,0,6.06,0,0,0,0,0,0,0,0,0,0
  7-9,55.63,94.82,0,90.67,0,0,0,295.72,0,0,0,0,0,87.74,0,0,0,0,0,0,0,0,0,0,0,1715.08,80.52,0,0,723.8,0,8.81,0,9.82,0,0,0,0,0,0,0,0
 10-12,0,37.93,0,92.23,0,17.58,0,143.13,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,2009.06,31.42,0,0,697.13,0,0,0,98.8,0,11.13,10.18,0,0,0,0,0
 14-21,0,0,0.82,6.15,178.33,25.38,0,47.42,0,0.95,0,15.55,7.1,2.29,0.97,0,3.59,0,0,3.87,0,57.43,0,0,40.17,438.43,6.27,1.74,3.51,10.52,0,22,85.22,13.88,1.21,125.16,149.86,0,0,5.69,0,0
 24-34,0,0,1.05,4.93,28.64,2.32,0,66.62,0,0,2.94,23.85,0.92,0.76,8.95,1.21,4.89,0,5.3,2.54,1.84,68.18,0,1.63,32.19,640.61,0,11.16,5.11,0,0,51.75,0,4.9,1.16,21.71,144.25,0,0,45.4,0,1.01
 36-46,0,0,0,0,23.02,1.43,0,105.7,3.69,5.52,3.8,23.18,0.67,0,1.71,3.28,0,1.11,2.07,2.59,3.95,74.71,0.68,2.8,17.29,527.08,2.12,15.03,0.89,0,0,45.35,0,0.72,0,0,122.46,0,0,13.51,0,2.44
 48-58,0,0,0,0,10.99,0,0,177.28,0,0.95,11.89,59.38,0.61,0.37,2.06,1.57,1.06,1.84,1.17,3.76,4.61,72.8,0.95,1.55,16.93,351.63,0.78,7.81,0.41,0,0.97,17.05,0,0,1.12,0,99.37,0,0.64,10.16,0,13
 60-70,0,0,0,0,7.71,0.75,0,293.64,1.12,19.63,26.96,87.12,0.63,2.38,0.6,5.49,0.59,3.58,2.98,0,2.79,61.36,3.64,3.06,10.03,258.86,2.91,3.75,1.39,0,0.96,19.66,0,0.59,0,0,73.74,0,0,11.97,0,5.65
 72-82,0,0,0,0,5.91,4.78,0,187.26,0,3.1,47.26,80.01,1.97,0.55,4.14,13.79,1.65,2.99,10.4,2.18,0,84.34,0,3.12,7.31,222.31,1.35,20.19,5.96,0,1.03,19.28,0,0.52,0,0,43.97,0.81,2.21,26.7,0.54,9.6
 84-94,0,0,6.78,0,14.01,7.82,0,209.4,0,9.09,20.73,65.53,6.04,0,0,12.28,2.75,4.6,4.74,1.5,3.35,88.65,0,4.06,21.61,179.86,0.76,5.39,8.23,0,0,52.39,0,1.54,0.69,0,27.28,2.24,0,26.74,2.72,17.63
 96-106,0,0,1.19,0,24.65,21.07,0.8,215.02,0,9.1,53.58,126.2,9.87,0,3.63,11.19,2.18,1.71,4.2,7.29,0,115.27,1.94,5.88,18.74,223.72,6.44,21.04,11.4,0,1.47,59.38,0,0.73,0,0,27.12,0,2.67,29.55,0.56,24.27
108-118,0,0,1.22,1.22,51.13,14.93,5.05,207.19,0,15.23,43.3,114.92,8.5,0,4.5,5.48,8.45,13.93,7.43,10.18,1.3,164.51,5.09,5.03,25.37,284.49,1.14,12.19,5.09,0,7.33,59.3,0,0,0.55,0,1.19,5.04,7.95,35.33,2.12,27.83
120,0,0,8.73,4.41,53.35,15.74,0,159,1.51,15.72,41.84,104.21,20.15,0,1.15,16.65,12.02,13.73,5.55,17.73,0,142.86,18.08,13.16,36.64,308.31,4.31,26.45,7.14,0,4.33,73.41,0,4.34,2.07,0,0,3.18,0,28.89,0,4.41
