stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,13.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.87,0,0,0,0,0,0,0,0,0,0,0
  5-6,32.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,8.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.51,0,0,0,6.94,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,7.88,0,0,0,0,0,0,15.77,0,0,0,0,0,0,8.43,0,0,49.63,56.14,0.81,0,1.93,2.35,0,0,0,3.05,0,1339.36,1076.15,10.53,0,0,2.01,0,0
 24-34,0,1.05,2.03,11.98,1.21,0,47.2,810.12,3.84,0,10.31,0,0,17.61,1.36,2.33,0,0.79,1.41,8.04,32.73,3.19,0,259.87,489.42,5.45,3.5,4.28,0,0,26.33,0,4.63,0.6,585.7,704.14,70.44,0,0,11.46,0,11.22
 36-46,0,0,0,1.94,0,0,53.39,1611.72,0,0,6.69,0,0,5.65,0,0,0,0,0,0,24.65,0,0,142.08,547.29,1.6,1.88,6.72,0,0,14.06,0,0,3.4,276.33,24.67,87.19,0,0,4.7,0,7.23
 48-58,0,0,0,5.14,0.43,0,206.01,1472.19,1.9,0.56,34.71,0,0.49,1.49,6.71,4.09,0,0,1.34,1.86,40.58,0.41,0.77,101.13,1024.45,2.93,4.16,6.31,0,0,12.34,0,0,0,122.96,0,161.9,0,0,5.23,0,18.37
 60-70,0,0,0,14.85,0,0,236.02,808.3,1.57,1.47,30.61,3.12,0,19.3,0.69,0,0,0,0,0,51.92,0,0.98,90.56,1029.47,5.9,0.96,9.45,0.81,0,26.48,0,0,0.58,48.95,0,146.48,0.84,1.88,0,0,4.73
 72-82,0,0.64,0,7.66,4.92,3.14,208.26,450.01,0,7.44,16.77,4.74,0,1.3,1.18,0,0.72,0,0.64,3.86,55.8,0,19.76,42.17,872.01,0,1.31,18.2,0,2.17,3.96,0,0,0,25.15,0,72.06,5.56,0,1.76,0.62,10.41
 84-94,0,0,0,6.83,11.88,0,217.66,763.28,2.4,8.38,50.35,0,0,0,1.7,3.11,2.32,0,12.14,7.43,69.87,1.71,4.32,118.01,686.58,1.84,0,15.08,3.85,4.73,23.04,0,0,0,37.26,0,60.57,1.6,0.58,0,0,15.44
 96-106,0,0,0,12.27,40.91,0.84,219.81,827.15,1.35,3.05,56.54,0,0,1,3.95,1,0.61,2.8,10.41,0,44.13,2.02,0.88,77.82,616.01,0.57,2.03,12.32,2.41,0,34.95,3.82,0,0,18.82,0,21.98,4.84,0.72,5.2,2.73,1.06
108-118,0,1.84,0,14.66,0,0.55,220.24,541.01,4.82,0,42.18,1.06,0,1.42,4.91,0.48,1.39,1.39,6.49,0,55.3,0,2.23,86.4,559.94,0,3.34,14.99,0,0,13.94,0,0,0,22.32,0,23.26,2.13,0.89,2.32,2.08,13.77
120,0,0,0,3.28,0,2.42,145.42,284.09,0,4.45,52.79,0,0,1.15,0,0,0,0,13.18,0,27.27,0,0,62.08,854.76,0,16.19,30.96,0,0,7.38,0,2.24,0,9.15,0,45.25,3.99,0,12.95,0,0
