stage,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,90.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0
  5-6,24.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,6.23,0,0,0,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,2.15,100.02,6.89,0,0,28.26,0,0,0,0,42.1,0,0,0,0,0,0,6.19,0,10.42,0,0,0.97,67.91,8.08,0,0,0,0,1.47,1.23,12.26,0.83,8.72,21.8,0,0,0,0,0
 24-34,0,11.49,110.57,16.41,0,0,187.58,830.12,0,1.23,1.41,94.84,0,0,5.14,1.01,0,0.91,16.63,0,45.48,0,0,47.95,474.6,0,0.67,2.05,1,0,74.97,0,82.48,96.09,33.34,69.42,0,0,12.41,0,0.91
 36-46,0,12.28,10.65,9.64,0,0,66.15,3207.37,8.12,1.59,14.09,42.77,0,0,0.94,0,0,1.1,20.46,15.51,73.55,3.65,0,55.78,425.95,2.16,4.4,10.61,0,0,35.1,0,35.39,657.55,1.09,68.98,0,0,12.84,1.55,26.11
 48-58,0,3.02,2.28,25.14,0.4,0,371.89,4211.17,3.58,12.46,56.94,18.9,0.37,1.14,2.28,3.9,0.64,6.16,8.57,6.33,262.84,1.13,1.29,114.55,1196.53,14.97,6.53,1.02,0,0,42.77,0,33.35,1080.56,0,231.23,0,0.4,14.52,0,69.77
 60-70,0,1.22,0,47.41,1.29,0,439.83,3191.17,8.76,1.79,38.47,11.46,2.38,0,5.87,0.86,0,19.84,0.91,9.44,180.81,2.85,3.5,85.34,690.38,3.22,8.01,23.52,11.08,0,40.08,0,22.13,815.32,0,129.98,0,0.9,13.23,0.87,45.61
 72-82,0,0,0,9.51,47.21,0,429.14,1960.7,4.73,8.86,54.09,8.44,0,1.04,10.87,1.56,5.71,73.49,9.39,1.32,192.16,5.14,3.76,115.56,650.07,1.46,9.07,11.56,1.13,3.07,31.96,0,1.77,421.25,0,55.78,1.16,2.52,22.16,2.9,33.68
 84-94,0,0,0,35.11,72.74,1.09,642.56,4360.53,3.24,11.99,82.66,23.46,0,3.99,15.11,1.17,4.6,84.98,34.97,7.45,277.2,7.21,6.58,138.65,861.66,0.66,6.99,26.36,0,0,128.62,0,4.01,1223.42,0,124.95,1.53,4.61,37.37,12.92,36.44
 96-106,0,2,0,46.32,214.76,3.78,1060.01,7599.98,11.11,15.9,163.61,73,0,5.26,24.89,6.01,17.79,321.31,80.06,8.85,476.39,9.92,38.42,279.04,1499.06,4.81,14.52,23.73,0,10.62,184.71,0,1.25,1590.21,0,51.57,2.39,3.85,57.57,15.69,101.65
108-118,0,2.32,0,46.07,78.5,19.94,462.65,5230.04,11.47,12.13,102.52,26.11,0,13.39,13.63,5.05,12.06,136.97,33.39,2.61,330.52,19.83,10.05,357.95,975.56,1.3,4.78,31.41,0,6.25,94.31,0,1.09,830.93,0,31.87,3.27,7.53,25.29,8.02,38.83
120,0,0,0,34.68,29.02,15.11,366.92,2484.51,24.45,1.29,64.9,8.32,0,5.68,22.7,0,3.24,234.91,40.17,0,220.61,0,2.21,223.88,603.28,14.75,14.69,32.41,0,13.43,32.18,6.71,0,208.92,0,4.36,0,5.02,29.38,0,43.66
