stage,axial,blastomeres,endoderm,epidermis,eye,fast.muscle,neural,paraxial.mesoderm,periderm,presomitic.mesoderm
  3-4,0,410.03,0,0,0,0,0,0,10.45,0
  5-6,16.37,259.43,0,0,0,0,30.05,0,0,0
  7-9,0,0,3.4,0,0,0,9.95,20.15,0,0
 14-21,0,0,0,0,0,0,1.06,0,0,1.07
 24-34,0,0,0,0,1.19,0,0,0,0,0
 84-94,0,0,0,0,3.66,4.02,0,0,0,0
 96-106,0,0,0,0.59,0,0,0,0,0,0
