stage,erythrocytes,eye,fin.mesenchyme,iridophores,mesenchyme,neural,presomitic.mesoderm,spinal.cord,vasculature
  7-9,0,0,0,0,0,26.45,0,0,0
 10-12,0,0,0,0,0,9.46,0,0,0
 14-21,0,0,0,0,0,1.85,1.04,0,0
 24-34,0,1.7,0.62,0,0,7.96,0,3.83,0
 36-46,0,1.63,0,0,0,0,0,1.41,0
 48-58,0,0.63,0,0,0.48,6.39,0,0,0
 60-70,0,0,0,0,0,5.53,0,0,0.92
 72-82,0.63,3.49,0,2.79,0,13.09,0,0,0
 96-106,0,0,0,0,0,5.95,0,0,0
