stage,endocrine_pancreas,epidermis,eye,glial,gut,heart,iridophores,lateral_line,liver,mesenchyme,muscle,neural,notochord,otic,periderm,presomitic_mesoderm,pronephros,somites,spinal_cord,vascular_smooth_muscle,vasculature
 14-21,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0.91,0,1.17,0,0.92,0,0,0
 24-34,0,1.63,3.37,0,0.68,0,2.57,0,0,0,0.64,3.63,1.04,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0.75,0,0,0,0,0.81,2.74,0,0,0,0,2.03,0,1.86,0,1.02
 48-58,0,1.77,0.72,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0,2.6,0.84,0,0,0,0,1.28,0,0,0,3.03,0,0
 72-82,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0.99,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.68,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0
 96-106,0,0,0.67,0,0,0,0.63,0,0,0,0,3.26,0,0.98,0,0,0,0,0,0.69,0
108-118,4.9,0,0,0,0,0,0,0.51,0,0,0,0,0,0.98,0,0,0,0,0,0,0
