stage,blastomeres,eye,neural,paraxial.mesoderm,spinal.cord
  5-6,23.81,0,0,0,0
 10-12,0,0,4.47,3.27,0
 24-34,0,0,2.23,0,0
 36-46,0,0,0.91,0,0
 48-58,0,0.85,1.86,0,0
 60-70,0,3.53,2.44,0,0
 72-82,0,1.5,0,0,0
 84-94,0,0,3.51,0,0
 96-106,0,0,2.47,0,0
108-118,0,6.76,0.84,0,2.28
120,0,0,6.05,0,0
