stage,blastomeres,epidermis,eye,glial,immune,mesenchyme,muscle,neural,olfactory,somites,spinal_cord
  3-4,38.37,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,0.96,0,0.84,0.84
 24-34,0,0,0,0,0,0,0,2.33,0,0,0
 36-46,0,0,6.46,0,0,0,0,0,0,0,0
 48-58,0,0,0.45,1.19,0,0,0,3.55,0,0,0
 60-70,0,0.68,0,0,0,0,0,0,0,0,0
 72-82,0,0,0,0,0,0,0,0,0.93,0,0.81
 84-94,0,0,6.37,0,0,0,0,0,0,0,2.94
 96-106,0,0,0,0,0,3.19,0,1.66,0,0,0
120,0,0,0,0,1.43,0,4.95,4.44,16.61,0,0
