stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,166.56,3346.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.54,0,0,0,0,0,0,0,0,0,0,0
  5-6,222.79,3452.1,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.82,0,0,0,39.32,40.35,0,0,0,0,0,0,0,0,0,0,0
  7-9,41.57,85.94,0,75.46,0,0,0,235.14,0,0,0,0,0,82.09,0,0,0,0,0,0,0,0,0,0,0,1960.62,102.44,0,0,1005.65,0,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,0,49.19,0,199.48,0,7.16,0,138.77,0,0,0,0,0,31.34,0,0,0,0,0,0,0,0,0,0,0,1522.75,26.3,0,0,810.37,0,0,0,33.65,0,0,0,0,0,0,0,0
 14-21,0,0,0,10.77,57.24,9.66,0,28.77,0,0,0,21.62,4.67,0,1.52,0,5.58,0,0,5.35,0,23.88,0,0,13.18,643.6,6.69,5.33,8.45,18.82,29.43,1.23,42.67,4.72,3.25,55.79,220.99,0,0,0.96,0,0
 24-34,0,0,0,3.7,35.32,4.64,0,136.96,0,0.82,0,15.61,0,0,0,1.47,7.2,0,3.09,1.34,0,22.17,1.27,0,20.44,1023.46,0.73,39.84,12.33,0,89.17,0,0,5.98,2.48,1.78,206.41,0,0,16.8,0,2.13
 36-46,0,0,0,0,9.89,5.48,0,42,0,0,0,8.68,0,0,2.93,1.15,0,0,0.62,10.59,0,20.85,0,0.92,2.9,304.16,0.68,10.87,0.58,0,109.22,0.73,0,4.64,0,0,42.51,0,0,7.5,0,2.73
 48-58,0,0,0.67,0,14.52,5.44,0,119.47,1.26,5.79,1.53,36.26,2.77,1.52,1.06,4.58,4.92,0,2.26,1.1,0.47,25.36,1.63,1.72,7.06,265.46,0,27.16,2.56,0,37.4,0,0,0.43,0.89,0,54.86,0,0,1.88,0,0.99
 60-70,0,0,1.1,0,7.37,27.54,0,170.17,0.63,10.02,0.84,71.62,2.44,0,0.9,1,0,0,1.52,1.92,0,35.4,5.14,0,0,235.81,0,34.51,8.47,0,38.09,0,0,0.62,0,0,54.18,0,0,4.61,0,0
 72-82,0,0,0.83,0.56,5.92,120.38,0,42.44,0,0,1.8,37.49,4.03,1.69,3.75,4.27,2.15,0,2.06,0,0,38.08,5.51,1.98,1.56,146.62,7.19,38.23,6.3,0,33.16,0,0,2.01,0,0,21.55,2.3,0.66,1.2,2.86,0
 84-94,0,0,1.74,0,21.47,44.16,0,30.03,0,1.21,0,19.66,5.8,0.91,0,8.29,0.59,0,5.69,2.35,0,31.81,12.71,0,0.86,112.97,0,18.67,13.26,0,48.49,0,0,0.64,0,0,1.03,1.69,0,18.45,3.53,2.83
 96-106,0,0,2.86,0,8.51,40.5,0,28.68,0.87,0,0,21.65,6.9,0,1.68,3.28,2.13,0.77,8.87,10.63,0,33.68,4.71,0,3.77,72.69,2.01,21.82,5.39,0,57.73,0,0,0.78,0,0,6.27,0.89,0,3.98,0.8,2.9
108-118,0,0,0,0,18.2,74.3,2.6,35.14,0,4.86,0.94,36.01,4.88,0,1.36,6.28,5.15,0,2.84,3.13,0,36.17,2.56,5.58,2.48,73.93,0.56,13.48,10.14,0,42.5,0,0,0.45,0,0,3.86,2.29,0,5.9,0,1.09
120,0,0,0,0,39.48,103.49,0,46.06,0,3.47,1.44,40.76,10.7,0,0,22.69,2.02,1.58,1.6,1.27,0,47.12,1.47,0,5.54,86.05,0,53.86,9.04,0,40.43,0,0,0,0,0,5.51,1.37,0,20.52,3.35,0
