stage,blastomeres,epidermis,eye,fin.epithelia,gut,mesenchyme,neural,paraxial.mesoderm,spinal.cord,vasculature
  5-6,11.52,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,3.8,0,0
 14-21,0,1.34,0,0,0,0,0,0,1.18,0
 24-34,0,0,0,0,0,0,0,0,0,2.56
 60-70,0,0,0,0,1.59,0,0,0,0,0
 72-82,0,0,0,0,0,0,1.83,0,0,0
 84-94,0,0,0.66,0.81,0.66,0,0,0,0,0
 96-106,0,0,0,0,4.93,0,0,0,0,0
108-118,0,0.55,1.47,0,11.25,1.24,1.75,0,0,0
120,0,0,0,0,25.84,0,2.43,0,0,0
