stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9880.24,147380.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6547.25,0,0,0,0,0,0,0,0,0,0,0
  5-6,24055.18,336932.45,0,538.73,0,0,0,0,0,0,0,0,0,1925.07,0,0,0,0,0,0,0,0,0,0,0,15716.97,1556.48,0,0,4332.31,0,8418.3,0,0,0,0,0,0,0,0,0,0,0
  7-9,13791.28,18659.18,0,23062.05,0,219.78,0,69114.62,0,0,0,0,0,22301.53,0,0,0,0,0,0,0,0,0,0,0,492428.88,19505.09,0,0,182053.09,0,1716.81,922.8,0,230.46,0,0,0,0,0,0,0,0
 10-12,251.17,28421.12,0,37235.24,0,4525.84,0,58956.29,0,0,0,0,0,17728.04,0,0,0,0,0,174.08,0,0,0,0,131.74,713288.04,22617.57,0,0,271130.08,0,986.15,964.2,1854.79,35826.79,0,3196.15,1203.02,0,0,0,0,0
 14-21,191.15,389.58,601.47,9242.42,212951.94,58450.86,0,105984.4,0,1259.54,0,13503.57,4702.61,11322.51,1922.3,2465.92,6204.7,385.34,904.61,1423.63,4112.26,71030.26,1224.96,0,61416.11,838345.13,29157.19,3402.15,16047.3,23606.55,0,20624.31,670.61,154448.96,11152.41,22773.21,281343,249474.01,0,0,8633.51,0,3822.63
 24-34,67.75,38.33,582.17,5435.3,87596.87,30431.79,0,139678.81,7384.34,4546.56,1881.22,14718.93,2410.93,2808.94,1960.03,4714.16,6843.79,1968.1,5079.14,3251.12,7212.19,100321.93,2915.33,297.65,48692.87,739286.16,10029.19,7656.78,11282.16,74.98,219.19,36589.55,79.82,1311.3,4369.8,7564.46,56379.56,162088.98,0,0,23437.83,0,9860.77
 36-46,81.32,0,323.14,730.81,43059.55,9349.35,0,200459.15,14090.12,4828.24,4199.21,22772.92,2171.39,537.4,1750.27,6167.31,3217.05,2454.29,3520.15,3531.79,5742.43,96066.61,1930.05,1966.86,31707.79,564163.67,8030.88,4547.35,7221.16,131.8,209.19,45149.32,149.19,946.98,3077.32,4878.46,1677.19,120904.13,0,174.33,12095.26,29.45,8598.35
 48-58,100.66,7.76,256.84,422.88,33204.21,7521.82,0,235931.53,9764.78,5937.98,5013.09,32975.95,2611.62,1058.7,1934.01,5411.36,2363.71,3167.57,2561.79,2792.3,3268.87,105972.72,1802.27,3983.68,26025.02,363509.7,5025.02,2436.96,6094.49,26.75,410.53,35450.77,28.72,114.81,1485.72,2874.87,40.14,69177.75,0,306.33,9604.99,102.82,8629.74
 60-70,82.06,0,381.82,81.9,32627.62,5962.98,106.1,212716.48,6888.45,5414.2,5632.56,27954.32,5029.31,545.29,1750.45,6555.97,2746.39,3979.47,2456.34,3367.42,2302.01,114109.93,1489.92,5234.48,17497.14,251801.9,3219.27,1812.85,4449.05,25.68,794.96,32952.18,29.43,63.49,1813.3,1674.21,0,26258.16,439.09,1899.39,8669.81,1088.47,7964.08
 72-82,0,0,1208.44,163.8,31552.93,7756.92,1295.69,116154.05,4018.26,4456.3,7904.46,25474.69,8450.74,309.44,1914.18,10761.68,3675.42,3514.44,2670.11,4312.35,1667.65,118673.04,2552.21,4033.21,17376.41,157658.45,2023.68,2524.19,5284.2,41.33,755.32,31968.94,40.77,26.26,2322.2,771.4,0,12980.62,1635.19,3010.45,10569.84,2892.92,7181.6
 84-94,56.64,0,1344.61,405.01,63253.95,9675.9,3153.65,109990.88,6407.2,10394.75,6583.31,23479.85,17758.24,361.25,2055.25,13760.54,7554.48,4614.91,4262.05,13377.24,2798.61,117878.66,3406.94,5623.66,18478.7,120459.09,3530.85,3995.33,7190.14,34.64,878.11,102778.39,11.21,0,5775.02,1436.63,0,10638.55,5424.87,3627.29,12767.18,3763.59,5869.45
 96-106,58.94,0,1355.39,521.6,87270.38,17615,3999.72,81657.09,9608.94,12475.34,6783.03,25883.72,23170.36,21.17,3278.39,18467.59,7974.62,3814.44,5252.59,17577.02,2148.5,113949.38,5427.74,3924.17,19623.88,109805.56,3443.78,5360.39,8226.48,18.07,1492.48,125203,112.43,0,5259.79,1730.21,0,6621.02,5450.88,3288.73,16663.64,4443.82,6749.72
108-118,161.96,0,974.56,970.8,101259.67,19536.1,6011.92,77935.73,7170.53,19888.03,7480.37,27551.48,26657.68,2.74,1999.16,18147.25,9136.53,5387.21,4802.11,32294.92,3103.82,136824.89,4977.9,3676.54,25580.17,165042.04,5093.36,4720.36,8933.68,8.11,1734.91,148143.84,46.01,0,5386.84,1429.13,0,5464.71,6646.96,2665.41,15596.02,3233.91,7763.71
120,314.74,0,878.92,184.61,78581.4,26353.73,2775.73,69279.8,4906.69,14454.81,8050.18,30711.34,18698.19,15.61,2908.85,24749.78,4806.04,3607.88,2877.25,19699.32,1134.09,138076.62,3016.63,5786.12,29205.18,183256.42,8631.39,3064.6,8098.6,41.77,1968.99,79404.32,88.26,49.23,3357.55,779.44,0,5327.94,2414.76,3240.73,19155.49,4892.34,3294.07
