stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,31.3,473.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.83,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.39,1188.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.57,67.89,0,85.39,0,0,0,194.57,0,0,0,0,0,37.63,0,0,0,0,0,0,0,0,0,0,0,1636.04,41.74,0,0,532.08,0,6.94,0,19.63,0,0,0,0,0,0,0,0
 10-12,0,97.72,0,78.51,0,6.05,0,201.76,0,0,0,0,0,30.79,0,0,0,0,0,0,0,0,0,0,0,1833.94,84.87,0,0,703.73,0,0,0,68.51,0,14.99,0,0,0,0,0,0
 14-21,0.89,0,3.59,16.07,133.5,45.15,0,60.06,0,0,0,18.48,6.62,0,1.46,0,3.73,0,0.84,0,0,66.48,0,0,35.47,1107.34,22.96,9.37,13.76,23.79,28.67,1.4,129.08,9.03,3.88,90.04,283.53,0,0,1.02,0,0
 24-34,0,0,0.65,2.54,22.06,16.57,0,206.92,0,0,1.51,21.98,1,0,0,1.01,4.87,1.32,5.44,6.43,0.59,93.3,4.49,3.18,39.87,1235.71,5.29,14.99,5.74,0,28.28,0,0,8.03,1.16,11.32,268.46,0,0,26.74,0,1.3
 36-46,0,0,0,0,3.8,2.74,0,446.52,0,1.12,0.72,15.88,0.82,0,1.75,5.9,2.27,18.41,0,2.21,0,51.78,0.65,4.37,14.32,755.29,0.57,4.69,2.32,0,21.95,0,7.13,1.72,0,0,131.45,0,0,20.76,0,20.17
 48-58,0,0,0,0,5.87,2.46,0,509.22,0,0,1.3,19.76,2.3,0,1.4,1.69,0.55,5.42,0.81,0.37,1.11,50.33,1.36,2.9,15.7,310.2,1.42,0.89,1.38,0,10.5,0,0,5.48,0,0,49.64,0,0,3.72,0,29.73
 60-70,0,0,0,0,12.04,0,0,365.97,0,0,1.18,20.77,0,0,0,0,0,0,1.46,1.32,2.31,20.15,0,1.62,1.68,156.65,0.93,1.87,0,0,5.24,0,0,0,0,0,9.31,0,0,1.62,0,6.77
 72-82,0,0,0,0,8.28,0,0,155.66,0,0,0,25.04,5.59,0,1.74,0,1,5.43,0,3.14,0,27.26,1.53,2.67,7.15,113.61,0,2.87,2.68,0,1.38,0,0,0,0,0,15.51,0,0,4.01,1.78,6.55
 84-94,0,0,0,0,11.91,2.7,0,160.4,0,0,0,27.83,3.13,0,0,2.58,2.63,0.75,0,6.01,0,37.15,0,2.45,8.45,101.05,1.11,4.99,2.94,0,3.39,0,0,1.57,0,0,3.37,1.65,0,2.81,0,0
 96-106,0,0,0.81,0,8.36,2.91,0,91.7,0,0,3.02,24.17,7.01,0,1.24,2.34,0.66,0,1.11,0,0.61,31.9,0,0,6.35,94.82,0,3.43,1.71,0,6.38,0,0,0,0,0,2.27,0,1.03,6.28,0,1.75
108-118,0,0,0,0,9.88,10.98,0.75,116.74,0.43,1.06,0.59,41.3,2.02,0,0,2.72,1.24,2.49,0.66,0,2.69,15.93,0,2.37,4.06,137.97,0,5.13,4.13,0,4.61,0,0,2.6,0.46,0,1.63,0,0,1.38,0,0
120,0,0,0,0,11.32,9.33,0,90.51,0,0,0,48.04,3.93,0,0,2.58,1.45,1.59,0,5.07,0,10.05,0,0,3.93,138.92,4.62,0,3.86,0,2.85,0,0,0,0,0,0,0,0,5.02,0,0
