stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,82.37,1702.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,211.12,3810.09,0,6.55,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0,0,0,0,0,74.96,0,0,0,28.9,88.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,42.7,154.87,0,100.24,0,0,0,345.79,0,0,0,0,0,67.41,0,0,0,0,0,0,0,0,0,0,0,2104.16,75.19,0,0,733.04,3.28,20.79,0,0,0,0,0,0,0,0,0,0
 10-12,0,13.68,0,52.84,0,0,0,126.39,0,0,0,0,0,18.48,0,0,0,0,0,0,0,0,0,0,0,1308.88,66.13,0,0,337.74,3.1,0,0,10.29,0,0,0,0,0,0,0,0
 14-21,0,0,0.82,5.01,64.3,8.02,0,27.35,0,0,0,8.23,1.87,0,0,0,0,0,0,2.09,0,22.07,0,0,18.64,349.58,7.99,1.04,2.89,17.08,32.52,1.38,36.23,3.71,2.1,32.35,104.08,0,0,0,0,0
 24-34,0,0,0,0.63,29.79,0,0,51.92,0,0,0,10.47,4.05,0,1.97,1.63,1.97,0,0,1.2,0,28.23,0,0,10.06,620.06,1.79,5.3,1.28,0,98.33,0,0,2.81,0,3.38,140.01,0,0,18.74,0,0
 36-46,0,0,0,0,9.95,0.76,0,62.98,0,1.88,0.62,24.58,0,7.5,1.33,0,2.15,0,0,0,0,41.38,0,0,6.8,452.86,1.75,5.7,0.78,0,117.5,0,0,0,0,0,131.45,0,0,14.02,0,7.36
 48-58,0,0,0.46,0,30.46,0,0,163.71,3.61,6.17,1.32,57.62,1.81,0,1.11,0.69,3.13,0,1.05,1.04,3.06,54.14,0.45,0,5.01,513.57,1.01,0.48,1.45,0,49.71,0,0,0,0,0,124.19,0,0.84,3.93,0,16.56
 60-70,0,0,1.46,0,28.69,0.67,0,166.14,3.16,8.1,6.44,65.61,0.83,0,0,2.56,0,0.62,0,5.04,10.61,39.06,0,0,2.86,461.73,0,9.01,7.7,0,46.44,0,0,0,0.64,0,51.79,0.81,0,2.95,0,2.65
 72-82,0,0,0,0,16.99,1.95,0,153.77,0,0.51,5.23,102.69,1.7,0,0.51,1.43,1.9,0,0,0,0.5,51.6,0,1.04,6.53,338.56,0.57,5.45,8.85,0,29.64,0,0,1.87,5.14,0,44.96,0,0,5.44,2,0
 84-94,0,0,0.94,0,12.23,2.55,0,138.9,0,5.44,8.99,42.99,6.47,0,0,2.39,0.55,3.41,4.61,0,3.9,60.65,0.71,1.73,5.53,267.95,1.52,3.68,4.36,0,80.8,0,0,1.88,0,0,27.67,0,2.75,14.91,0,16.87
 96-106,0,0,1.15,0,16.12,0,0,161.98,0.76,4.95,1.09,57.96,2.74,0,1.95,5.47,0,1.9,0,1.58,0.71,74.67,3.07,0.56,6.12,201.13,1.88,12.69,2.18,0,66.1,0,0,2.38,0,0,31.85,0,5.38,7.91,0.82,1.22
108-118,0,0,1.77,0.74,25.15,0,3.55,122.17,1.51,6.33,4.48,62.63,8.08,0,1.02,10.05,0.42,1.16,0,1.55,1.12,53.68,0.53,0,4.93,271.3,2.25,3.77,7.24,0,40.83,0,0,0,1.07,0,18.18,1.24,2.07,13.89,3.29,5.33
120,0,0,0,0,58.01,3.14,0,127.67,2.74,1.62,0,108.99,4.11,0,0,20.61,5.21,0,1.76,18.38,0,44.22,0,0,13.91,496.67,3.06,1.09,8.58,0,39.66,0,0,6.57,0,0,12.31,0,0,0,1.05,0
