stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,notochord,otic,periderm,spinal.cord,visceral.smooth.muscle
 24-34,0,0,0,0.67,0,0,0.79,0,0,0,0,0
 36-46,0,0,0,0,0.59,0,0,0,0,0,0,0
 48-58,0,2.81,0,0,3.08,0,9.2,0,0,0,0,0
 60-70,0,0,0.57,0,10.07,0.63,5.11,0,0.65,0,0,0
 72-82,0,0,0,0,17.48,0,7.95,0,0,0,1.17,0
 84-94,1.04,1.3,0.97,0,6.88,0,11.11,0,0,0,0,0
 96-106,1.98,9.11,0,0,2.52,0,1.52,0.73,0,0.56,12.77,0.95
108-118,2.31,0,0,0,15.33,0,0,0,0,0,0,0
120,0,0,0,0,10.07,2.41,0,0,0,0,0,0
