stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,636.07,10487.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.37,0,0,0,0,0,0,0,0,0,0
  5-6,1446.76,20179.44,0,31.68,0,0,0,0,0,0,0,0,0,114.48,0,0,0,0,0,0,0,0,0,0,0,790.6,35.47,0,0,208.33,0,154.27,0,0,0,0,0,0,0,0,0,0
  7-9,252.71,532.7,0,1009.05,0,0,0,1455.46,0,0,0,0,0,542.48,0,0,0,0,0,0,0,0,0,0,0,13329.07,316.66,0,0,5602.19,0,24.25,190.72,0,0,0,0,0,0,0,0,0
 10-12,0,252.59,0,480.69,0,69.99,0,950.79,0,0,0,0,0,81.92,0,0,0,0,0,11.2,0,0,0,0,0,8083.65,118.47,0,0,3569.1,0,21.79,131.2,0,496.6,30.56,52.48,0,0,0,0,0
 14-21,0,3.63,1.09,30.28,272.27,94.27,0,144.26,0,0,0,65.48,12.92,0.91,1.07,0,9.13,0,0,6.45,0,167.19,0,0,153.16,2711.5,51.12,8.56,16.66,84.37,0,16.01,7.59,307.78,17.58,193.73,803.37,0,0,13.11,0,0
 24-34,4.02,0,0,7.16,69.39,10.84,0,447.06,0,0,1.97,60.2,2.18,0,8.38,1.5,7.69,2.64,8.23,7.35,0.62,373.12,0.63,0.81,134.56,4148.73,26.19,25.03,29.34,0,1.98,38.17,0,1.53,0.81,18.72,864.15,0,0,51.89,0,15.11
 36-46,0,0,0,0,50.79,7.7,0,835.06,0,7.17,1.58,61.21,0,0,0.87,2.31,0.68,1.21,1.36,2.33,4.34,236.28,0,4.64,88.71,2265.41,5.61,16.03,18.44,0,0,30.26,0,3.7,0.72,0,511.43,0,0,18.21,0,0.56
 48-58,0,0,0,0,21.24,6.54,0,736.63,0,8.09,2.33,71.26,0.51,0,3.59,2.48,7.27,4.17,0.92,0,0,186.76,0.74,12.62,33.4,906.18,3.51,9.61,4.51,0,0,13.92,0,0,0.74,0,135.01,0,0,19.68,0,6.55
 60-70,0,0,0,0,38.82,7.75,0,483.69,0,1.15,8.7,65.6,4.23,0,0,4.35,0,0.62,5.32,0,0,177.67,0,16.62,16.32,611.93,8.76,3.21,2.07,0,0,19.92,0,0,4.67,0,28.77,0.99,0.63,12.95,3.32,4.07
 72-82,0,0,0,0,24.48,4.82,0,237.6,0.55,4.52,6.93,80.77,2.85,0,0.55,8.07,2.99,1.86,6.03,2.96,0,157.05,0.58,6.07,31.55,398.18,0.79,4.43,6.69,0,2.23,5.55,0,0,0,0,18.59,0,0.78,27.89,1.39,0
 84-94,0,0,0,1.01,38.65,11.59,0,208.55,0,2.73,3.89,42.06,2.18,0,1.81,13.84,2.96,2.01,0.66,2.24,2.01,186.82,0,10.06,30.83,291.87,1.87,5.58,7.08,0,0,20.09,0,0,0.56,0,30.23,1.72,1.15,18.21,0,10.49
 96-106,0,0,0.56,0,23.95,10.46,0.8,110.85,0,1.19,2.09,51.51,4.21,0,0.62,10.32,0,3.01,0.75,2.98,0,113.29,1.88,2.74,13.99,228.27,7.36,7.05,10.53,0,1.94,31.32,0,0,0.59,0,12.04,0,0,16.29,0,0
108-118,0,0,0,0.74,17.84,21.81,0.43,165.56,0,1.59,4.57,74.82,6.07,0,1.99,9.66,0.81,6.68,0,6.22,0.55,104.07,2.25,8.66,21.29,349.57,3.63,9.05,7.52,0,1.06,13.11,0,0,0.45,0,2.63,0,0,5.84,1.9,1.22
120,0,0,0,0,49.87,18.17,0,149.09,0,1.58,1.44,66.62,3.54,0,5.18,13.76,2.45,5.66,7.7,0,0,108.3,0,2.22,36.46,282.65,13.19,8.07,14.05,0,0,16.3,0,0,0,0,0,1.1,0,31.78,0,2.78
