stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,88.36,2422.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.99,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61,7.03,0,0,13.15,0,20.8,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.17,26.44,0,30.16,0,0,0,87.76,0,0,0,0,0,51.25,0,0,0,0,0,0,0,0,0,0,0,779.32,82.88,0,0,234.17,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,40.08,0,47.71,0,0,0,76.35,0,0,0,0,0,34.16,0,0,0,0,0,0,0,0,0,0,0,1043.74,28.04,0,0,310.06,0,0,6.41,6.12,50.5,0,0,0,0,0,0,0,0
 14-21,0,1.36,2.17,5.46,45.57,18.91,0,21.36,0,0,0,16.4,2,0,0.92,0,2.64,0,0,0,1.13,47.32,0,0,29.66,246.08,30.83,2.11,0.93,6.45,0,13.99,0,32.08,2.13,2.22,53.28,131.96,0,0,3.86,0,0
 24-34,0,0,1.26,0,15.74,1.41,0,26.65,0,1.33,0.61,13.93,1.33,0,5,0,1.3,0,0.72,0.61,0,57.07,0,0,34.52,638.63,4.93,9.02,3.83,0,0,20.07,0,0,3.8,0.82,5.67,151.12,0,0,26.98,0,0.86
 36-46,0,0,0,0,14.5,0,0,74.19,1.96,0,2.87,29.9,2.06,0,0.63,0,1.01,0,0,0,0,63.5,0,0,14.77,649.8,2.46,6.73,2.33,0,0,14.93,0,0,1.06,0,1.34,203.96,0,1.23,14.92,0,14.78
 48-58,0,0,0,0,8.47,0,0,125.63,3.89,3.3,5.63,60.65,0.43,0,1.64,0,0,2.58,0.97,0,0,98.26,0.88,12.5,11.34,689.75,10.59,9.91,1.75,0,0,16.43,0,0,0.43,0,0,163.17,0,1.4,4.57,0,6.27
 60-70,0,0,0,0,23,0.72,0,243.32,0.66,0.71,13.91,46.07,1.71,0,2.51,0.6,0,0.66,0,0,1.05,124.63,4.13,3.44,18.32,590.69,0,11.08,1.17,0,0,17.35,0,0,0,0,0,94.02,0,1.51,12.53,0,0.99
 72-82,0,0,0,0.56,7.12,3.56,0,234.09,9.97,0,2.72,38.53,4.43,0,2.06,0,0,1.31,0.61,0,0.57,157.59,1.47,14.62,4.38,553.97,5.64,10.62,2.98,0,3.61,3.39,0,0,0,0,0,29.64,0.81,5.48,8.4,6.4,0.5
 84-94,0,0,1.48,0,19.02,0.75,0,174.93,0.75,3.32,5.17,69.95,6.44,0,1.06,4.39,0.61,1.44,1.53,1.54,4.3,104.15,0.76,4,3.33,305.35,4.23,5.91,6.73,0,0,19.99,0,0,0,0,0,18.85,1.18,4.22,16.68,6.23,0
 96-106,0,0,0,0,9.35,17.05,0,120.1,1.53,2.35,5.45,43.6,6.25,0,1.57,1.22,1.43,0,4.6,1.06,0,105.75,0,5.25,5.65,315.78,3.26,16.03,8.4,0,6.56,20.31,0,0,0,0,0,27.78,0,1.56,16.46,6.16,0
108-118,0,0,0,0,13.79,0,5.57,101.23,0.64,3.09,3.49,42.64,8.58,0,0,2.06,1.09,2.03,1.75,7.2,2.52,69.84,2,9.27,3.33,293.17,0.54,9.24,6.33,0,2.78,4.78,0,0,0,0,0,5.79,2.96,3.26,9.94,1.87,2.95
120,0,0,0,0,4.52,1.25,0,74.49,0,0,1.49,48.5,22.31,0,0,7.7,0,1.17,0,18.38,0,45.43,1.31,0,12.91,441.28,0,17.39,17.07,0,0,23.63,0,0,6.97,0,0,17.29,0,4.63,9.27,2.01,0
