stage,epidermis,erythrocytes,eye,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,lateral_line,liver,melanocytes,mesenchyme,mucous,muscle,neural,otic,periderm,pronephros,spinal_cord,vascular_smooth_muscle,vasculature,xanthophores
 24-34,2.4,0,99.62,0,0,0,0,2,0,0,0,0,0.98,0,0,19.4,0,1.76,0,7.2,0,1.35,0.84
 36-46,0,0,955.57,0,0,1.92,0,0,0,0,0,0,2.9,0,0,21.28,0,1.81,0,0,0,0.81,1.67
 48-58,1.01,0,651.71,0,0,1.89,0,0,0,0.74,0,0,1.5,0,1.15,18.32,0,2.89,0,9.47,0,0.53,4.58
 60-70,0,0,1646.45,0,0,2.5,0,0,0,0,0,3.44,3.36,0,0.9,20.25,0,0,0,3.76,0,0,0
 72-82,3.47,0,1678.38,4.73,0.71,6.24,0,0.58,0,0,0,0,12.65,1.59,0,21.91,0,5.31,0,0,0,5.11,0
 84-94,0.72,0.9,990.53,0,0,0,1.08,0,0,0,1.36,0,6.41,0,0,18.05,0,0,0,15.9,0,0.87,0
 96-106,0,1.42,529.16,0,0,3.04,0,0,0,0,0,0,4.14,0,5.7,8.52,0,0,0,0,0,0,0
108-118,0,0,652.5,1.14,0.79,7.82,0,0,0.47,0,0,0,12.07,0,0,16.42,0.74,0,0.45,0,0,0,0
120,0,2.29,269.4,0,0,20.01,0,0,0,0,1.38,0,2.84,0,0,0,0,0,0,0,3.8,0,0
